mesh-id,category
A004993,Cytochrome P-450 CYP3A4 Substrates
A004994,Cytochrome P-450 CYP3A5 Substrates
A004995,Cytochrome P-450 CYP3A7 Substrates
A004996,Cytochrome P-450 Substrates
A004997,Drugs that are Mainly Renally Excreted
A004998,Hypotensive Agents
A004999,Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates
A005000,Negative Inotrope
A005001,OCT2 Inhibitors
A005002,P-glycoprotein inhibitors
A005003,P-glycoprotein substrates
A005004,QTc Prolonging Agents
A005005,Agents producing tachycardia
A005006,Agents that produce hypertension
A005007,Alimentary Tract and Metabolism
A005008,Antimuscarinics Antispasmodics
A005009,"Belladonna Alkaloids, Tertiary Amines"
A005010,"Belladonna and Derivatives, Plain"
A005011,BSEP/ABCB11 Substrates
A005012,Drugs for Functional Gastrointestinal Disorders
A005013,Moderate Risk QTc-Prolonging Agents
A005014,Mydriatics and Cycloplegics
A005015,Ophthalmologicals
A005016,QTc Prolonging Agents
A005017,Sensory Organs
A005018,Agents causing hyperkalemia
A005019,Agents that produce hypertension
A005020,"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)"
A005021,Antiinflammatory and Antirheumatic Products
A005022,"Antiinflammatory and Antirheumatic Products, Non-Steroids"
A005023,Musculo-Skeletal System
A005024,Nephrotoxic agents
A005025,Non COX-2 selective NSAIDS
D010666,Phenylpropionates
D011422,Propionates
A005026,Alimentary Tract and Metabolism
A005027,"Antiobesity Preparations, Excl. Diet Products"
A005028,Centrally Acting Antiobesity Products
A005029,Cytochrome P-450 CYP1A2 Substrates
A005030,Cytochrome P-450 CYP2B6 Substrates
A005031,Cytochrome P-450 CYP2C19 Substrates
A005032,Cytochrome P-450 CYP2C9 Substrates
A005033,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
A005034,Cytochrome P-450 CYP2D6 Substrates
A005035,Cytochrome P-450 CYP3A Substrates
A005036,Cytochrome P-450 CYP3A4 Substrates
A005037,Cytochrome P-450 CYP3A5 Substrates
A005038,Cytochrome P-450 Substrates
A005039,Stimulants
A005040,Agents producing tachycardia
A005041,Agents that produce hypertension
A005042,"Antiadrenergic Agents, Centrally Acting"
A005043,Antiglaucoma Preparations and Miotics
A005044,Antihypertensive Agents Indicated for Hypertension
A005045,Antimigraine Preparations
A005046,Bradycardia-Causing Agents
A005047,Central alpha-2 Adrenergic Agonist
A005048,Central Alpha-agonists
A005049,Cytochrome P-450 CYP1A2 Substrates
A005050,Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index
A005051,Cytochrome P-450 CYP2D6 Substrates
A005052,Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index
A005053,Cytochrome P-450 CYP3A Substrates
A005054,Cytochrome P-450 CYP3A4 Substrates
A005055,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
A005056,Cytochrome P-450 CYP3A5 Substrates
A005057,Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index
A005058,Cytochrome P-450 Substrates
A005059,Hypotensive Agents
A005060,Imidazoline Receptor Agonists
D048288,Imidazolines
A005061,Narrow Therapeutic Index Drugs
A005062,Ophthalmologicals
A005063,Sensory Organs
A005064,Sympathomimetics in Glaucoma Therapy
A005065,Antibacterials for Systemic Use
A005066,Antiinfectives for Systemic Use
A005067,Blood and Blood Forming Organs
A005068,Blood Substitutes and Perfusion Solutions
A005069,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
A005070,Genito Urinary System and Sex Hormones
A005071,Gynecological Antiinfectives and Antiseptics
A005072,Irrigating Solutions
A005073,Ophthalmologicals
A005074,Sensory Organs
A005075,Short-Acting Antibacterial Sulfonamides
D013432,Sulfathiazoles
A005076,Sulfonamide Antibacterial
A005077,Sulfonamides and trimethoprim
A005078,Acyclovir and prodrug
A005079,Antiinfectives for Systemic Use
A005080,Antivirals for Systemic Use
A005081,Direct Acting Antivirals
A005082,Drugs that are Mainly Renally Excreted
A005083,Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor
A005084,Herpes Zoster Virus Nucleoside Analog DNA Polymerase Inhibitor
A005085,Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor
A005086,Nephrotoxic agents
A005087,Nucleosides and Nucleotides
A005088,Nucleosides and Nucleotides Excl. Reverse Transcriptase Inhibitors
A005089,OAT3/SLC22A8 Substrates
D011355,Prodrugs
A005090,Antibacterials for Systemic Use
A005091,Antiinfectives for Systemic Use
A005092,Beta-Lactam Antibacterials
A005093,OAT1/SLC22A6 inhibitors
A005094,Penicillins With Extended Spectrum
A005095,Alimentary Tract and Metabolism
A005096,"Anorexigenic Agents & Respiratory and Cerebral Stimulants, Miscellaneous"
A005097,Anorexigenic Agents & Respiratory and CNS Stimulants
A005098,"Antiobesity Preparations, Excl. Diet Products"
A005099,Centrally Acting Antiobesity Products
A005100,Combined Inhibitors of Serotonin/Norepinephrine Reuptake
A005101,Serotonin Modulators
A005102,Agents causing hyperkalemia
A005103,Agents that produce hypertension
A005104,Antiinflammatory and Antirheumatic Products
A005105,"Antiinflammatory and Antirheumatic Products, Non-Steroids"
A005106,Cytochrome P-450 CYP2C9 Inhibitors (weak)
A005107,Cytochrome P-450 CYP2C9 Substrates
A005108,Cytochrome P-450 CYP3A Substrates
A005109,Cytochrome P-450 CYP3A4 Substrates
A005110,Cytochrome P-450 Substrates
A005111,Musculo-Skeletal System
A005112,Nephrotoxic agents
A005113,Selective Cyclooxygenase 2 Inhibitors (NSAIDs)
A005114,UGT1A9 Substrates
A005115,Acidifying Activity
A005116,Alimentary Tract and Metabolism
A005117,Ammonia Detoxicants
A005118,Drugs for Constipation
D054368,Laxatives
A005119,Osmotic Activity
A005120,Osmotic Laxatives
A005121,Stimulation Large Intestine Fluid/Electrolyte Secretion
A005122,Antiinfectives for Systemic Use
A005123,Antimycotics for Systemic Use
A005124,Azole Antifungals
A005125,Cytochrome P-450 CYP2B6 Inhibitors (moderate)
A005126,Cytochrome P-450 CYP2C19 Inhibitors (weak)
A005127,Cytochrome P-450 CYP2C19 Substrates
A005128,Cytochrome P-450 CYP2C9 Inhibitors (weak)
A005129,Cytochrome P-450 CYP2C9 Substrates
A005130,Cytochrome P-450 CYP3A Substrates
A005131,Cytochrome P-450 CYP3A4 Inhibitors (moderate)
A005132,Cytochrome P-450 CYP3A4 Inhibitors (strong)
A005133,Cytochrome P-450 CYP3A4 Substrates
A005134,Cytochrome P-450 CYP3A5 Inhibitors (strong)
A005135,Cytochrome P-450 CYP3A5 Substrates
A005136,Cytochrome P-450 CYP3A7 Inhibitors (strong)
A005137,Cytochrome P-450 CYP3A7 Substrates
A005138,Cytochrome P-450 Substrates
A005139,Drugs causing inadvertant photosensitivity
A005140,Potential QTc-Prolonging Agents
A005141,QTc Prolonging Agents
A005142,Triazole and tetrazole derivatives
A005143,Triazole Derivatives
A005144,Alimentary Tract and Metabolism
A005145,Amino Acids and Derivatives
A005146,Caloric Agents
A005147,Carnitine Analog
A005148,Drugs that are Mainly Renally Excreted
A005149,OAT3/SLC22A8 Substrates
A005150,OATP1B1/SLCO1B1 Inhibitors
A005151,Supplements
A005152,ACE Inhibitors and Calcium Channel Blockers
A005153,ACE Inhibitors and Diuretics
A005154,Agents Acting on the Renin-Angiotensin System
A005155,Agents causing angioedema
A005156,Agents causing hyperkalemia
A005157,Agents Causing Muscle Toxicity
A005158,Antihypertensive Agents Indicated for Hypertension
A005159,Decreased Blood Pressure
A005160,Drugs causing inadvertant photosensitivity
A005161,Hypotensive Agents
A005162,OAT1/SLC22A6 inhibitors
A005163,OAT3/SLC22A8 Inhibitors
A005164,OATP1B1/SLCO1B1 Substrates
A005165,P-glycoprotein inhibitors
A005166,Acid Reducers
A005167,Agents Causing Muscle Toxicity
A005168,Alimentary Tract and Metabolism
A005169,Drugs for Acid Related Disorders
A005170,Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord)
A005171,Gastric Acid Lowering Agents
A005172,P-glycoprotein substrates
A005173,Acetic Acid Derivatives and Related Substances
A005174,Agents causing angioedema
A005175,Agents causing hyperkalemia
A005176,Agents that produce hypertension
A005177,"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)"
A005178,Antiinflammatory and Antirheumatic Products
A005179,"Antiinflammatory and Antirheumatic Products, Non-Steroids"
A005180,"Antiinflammatory Preparations, Non-Steroids for Topical Use"
A005181,"Antimigraine Agents, Miscellaneous"
A005182,BSEP/ABCB11 Substrates
A005183,Cyclooxygenase-2 (COX-2) Inhibitors
A005184,Cytochrome P-450 CYP1A2 Substrates
A005185,Cytochrome P-450 CYP2B6 Substrates
A005186,Cytochrome P-450 CYP2C18 Substrates
A005187,Cytochrome P-450 CYP2C19 Substrates
A005188,Cytochrome P-450 CYP2C8 Substrates
A005189,Cytochrome P-450 CYP2C9 Substrates
A005190,Cytochrome P-450 CYP2E1 Inhibitors (strength unknown)
A005191,Cytochrome P-450 CYP3A Substrates
A005192,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A005193,Cytochrome P-450 CYP3A4 Substrates
A005194,Cytochrome P-450 Substrates
A005195,Decreased Prostaglandin Production
A005196,Drugs causing inadvertant photosensitivity
A005197,Musculo-Skeletal System
A005198,Nephrotoxic agents
A005199,Non COX-2 selective NSAIDS
A005200,OAT1/SLC22A6 inhibitors
A005201,OAT3/SLC22A8 Inhibitors
A005202,OATP1B1/SLCO1B1 Inhibitors
A005203,Ophthalmologicals
A005204,Other Nonsteroidal Anti-inflammatory Agents
A005205,P-glycoprotein inducers
A005206,Sensory Organs
A005207,Topical Products for Joint and Muscular Pain
A005208,UDP Glucuronosyltransferases Inhibitors
A005209,UGT1A1 Substrates
A005210,UGT1A3 substrates
A005211,UGT1A9 Substrates
A005212,UGT2B17 Inhibitors
A005213,UGT2B7 substrates
A005214,Adrenals
A005215,Agents to Treat Airway Disease
D000730,Androstadienes
D000731,Androstanes
D000736,Androstenes
A005216,"Corticosteroids, Dermatological Preparations"
A005217,"Corticosteroids, Potent (Group III)"
A005218,Cytochrome P-450 CYP2C8 Inhibitors (strong)
A005219,Cytochrome P-450 CYP3A Substrates
A005220,Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)
A005221,Cytochrome P-450 CYP3A4 Substrates
A005222,Cytochrome P-450 CYP3A5 Inhibitors (strength unknown)
A005223,Cytochrome P-450 CYP3A5 Substrates
A005224,Cytochrome P-450 CYP3A7 Substrates
A005225,Cytochrome P-450 Substrates
A005226,OATP1B1/SLCO1B1 Inhibitors
A005227,P-glycoprotein substrates
A005228,Thyroxine-binding globulin inhibitors
A005229,Agents that produce hypertension
A005230,Antimigraine Preparations
A005231,Cytochrome P-450 CYP2D6 Substrates
A005232,Cytochrome P-450 CYP3A Substrates
A005233,Cytochrome P-450 CYP3A4 Substrates
A005234,Cytochrome P-450 Substrates
A005235,Ergot-derivative Dopamine Receptor Agonists
A005236,Genito Urinary System and Sex Hormones
A005237,Prolactine Inhibitors
A005238,"Antiadrenergic Agents, Peripherally Acting"
A005239,Antihypertensive Agents Indicated for Hypertension
A005240,Cytochrome P-450 CYP2C19 Substrates
A005241,Cytochrome P-450 CYP2C9 Substrates
A005242,Cytochrome P-450 CYP2D6 Substrates
A005243,Cytochrome P-450 CYP3A Substrates
A005244,Cytochrome P-450 CYP3A4 Substrates
A005245,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
A005246,Cytochrome P-450 Substrates
A005247,Hypotensive Agents
A005248,OCT1 inhibitors
A005249,P-glycoprotein inhibitors
A005250,Peripheral alpha-1 blockers
A005251,Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use
A005252,Corticosteroid Hormone Receptor Agonists
A005253,"Corticosteroids, Dermatological Preparations"
A005254,Cytochrome P-450 CYP3A Substrates
A005255,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A005256,Cytochrome P-450 CYP3A4 Substrates
A005257,Cytochrome P-450 Substrates
A005258,Drugs that are Mainly Renally Excreted
A005259,Ophthalmologicals
A005260,Otologicals
A005261,Vasoprotectives
A005262,"Antiparasitic Products, Insecticides and Repellents"
A005263,Cytochrome P-450 CYP2D6 Substrates
A005264,Cytochrome P-450 Substrates
A005265,Hyperglycemia-Associated Agents
A005266,Piperazine and Derivatives
A005267,Agents causing hyperkalemia
A005268,Anti-epileptic Agent
A005269,Bradycardia-Causing Agents
A005270,Cytochrome P-450 CYP2E1 Substrates
A005271,Cytochrome P-450 CYP3A Substrates
A005272,Cytochrome P-450 CYP3A4 Substrates
A005273,Cytochrome P-450 Substrates
A005274,Decreased Central Nervous System Disorganized Electrical Activity
A005275,Potential QTc-Prolonging Agents
A005276,QTc Prolonging Agents
A005277,Succinimide Derivatives
D013388,Succinimides
D062646,Acid Sensing Ion Channel Blockers
A005278,Agents causing hyperkalemia
A005279,Decreased Renal K+ Excretion
A005280,Hypotensive Agents
A005281,Increased Diuresis
A005282,OCT2 Inhibitors
A005283,Agents that produce neuromuscular block (indirect)
A005284,Antibacterials for Systemic Use
A005285,Antibiotics for Topical Use
A005286,Antiinfectives for Systemic Use
A005287,Genito Urinary System and Sex Hormones
A005288,Gynecological Antiinfectives and Antiseptics
A005289,OAT1/SLC22A6 inhibitors
A005290,OAT3/SLC22A8 Inhibitors
A005291,OAT3/SLC22A8 Substrates
A005292,Ophthalmologicals
A005293,Sensory Organs
A005294,Antipsoriatics
A005295,Antipsoriatics for Topical Use
A005296,Corticosteroid Hormone Receptor Agonists
A005297,"Corticosteroids, Dermatological Preparations"
A005298,"Corticosteroids, Potent (Group III)"
A005299,Drugs that are Mainly Renally Excreted
D004602,Elements
D028581,Lanthanoid Series Elements
A005300,Magnetic Resonance Contrast Activity
A005301,Magnetic Resonance Imaging Contrast Media
D008670,Metals
D008674,"Metals, Rare Earth"
A005302,Other Diagnostics
A005303,Paramagnetic Contrast Agent
A005304,Paramagnetic Contrast Media
A005305,Agents causing hyperkalemia
A005306,Agents producing tachycardia
A005307,Alpha and Beta Blocking Agents
A005308,Alpha and Beta Blocking Agents and Thiazides
A005309,Antihypertensive Agents Indicated for Hypertension
A005310,Beta Blocking Agents and Thiazides
A005311,Bradycardia-Causing Agents
A005312,Cytochrome P-450 CYP2C19 Substrates
A005313,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
A005314,Cytochrome P-450 CYP2D6 Substrates
A005315,Cytochrome P-450 Substrates
A005316,Drugs that are Mainly Renally Excreted
A005317,Hypotensive Agents
A005318,Negative Inotrope
A005319,Peripheral alpha-1 blockers
D012457,Salicylamides
A005320,UGT1A1 Substrates
A005321,UGT1A9 Substrates
A005322,UGT2B7 substrates
A005323,"Barbiturates, Plain"
A005324,Cytochrome P-450 CYP2C19 Substrates
A005325,Cytochrome P-450 CYP2C19 Substrates with a Narrow Therapeutic Index
A005326,Cytochrome P-450 Substrates
A005327,Hypotensive Agents
A005328,Narrow Therapeutic Index Drugs
A005329,Psycholeptics
D013858,Thiobarbiturates
A005330,"alpha-Galactosidase, antagonists & inhibitors"
D062327,Depigmenting Agents
A005331,Melanin Synthesis Inhibitors
A005332,Agents that produce hypertension
A005333,Agents that reduce seizure threshold
A005334,Antibacterials for Systemic Use
A005335,Antiinfectives for Systemic Use
A005336,Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates
D008996,Monoamine Oxidase Inhibitors
A005337,Myelosuppressive Agents
A005338,OAT1/SLC22A6 inhibitors
A005339,OAT3/SLC22A8 Inhibitors
A005340,Oxazolidinone Antibacterial
A005341,Serotonin Modulators
A005342,Agents Causing Muscle Toxicity
A005343,"Antiparasitic Products, Insecticides and Repellents"
A005344,Avermectines
A005345,BCRP/ABCG2 Substrates
A005346,Cytochrome P-450 CYP2D6 Substrates
A005347,Cytochrome P-450 CYP2E1 Substrates
A005348,Cytochrome P-450 CYP3A Substrates
A005349,Cytochrome P-450 CYP3A4 Substrates
A005350,Cytochrome P-450 Substrates
A005351,OATP1B1/SLCO1B1 Inhibitors
A005352,OATP1B3 inhibitors
A005353,P-glycoprotein inducers
A005354,P-glycoprotein inhibitors
A005355,P-glycoprotein substrates
A005356,Pediculicides
A005357,Scabicides and Pediculicides
A005358,Antineoplastic and Immunomodulating Agents
A005359,Combination Contraceptives (with Estrogen and derivatives)
A005360,Cytochrome P-450 CYP2C8 Inhibitors (moderate)
A005361,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
A005362,Cytochrome P-450 CYP3A Substrates
A005363,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A005364,Cytochrome P-450 CYP3A4 Substrates
A005365,Cytochrome P-450 Substrates
A005366,Drugs that are Mainly Renally Excreted
A005367,Endocrine Therapy
A005368,Genito Urinary System and Sex Hormones
A005369,Hormones and Related Agents
D006908,Hydroxyprogesterones
A005370,Hyperglycemia-Associated Agents
A005371,P-glycoprotein inhibitors
A005372,Pregnen (4) Derivatives
A005373,Progestin Contraceptives
A005374,"Progestogens and Estrogens, Sequential Preparations"
A005375,Sex Hormones and Modulators of the Genital System
A005376,Alimentary Tract and Metabolism
D002723,Chlorobenzoates
A005377,Cytochrome P-450 CYP2A6 Substrates
A005378,Cytochrome P-450 CYP2B6 Substrates
A005379,Cytochrome P-450 CYP2C19 Inhibitors (moderate)
A005380,Cytochrome P-450 CYP2C19 Substrates
A005381,Cytochrome P-450 CYP2C8 Substrates
A005382,Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)
A005383,Cytochrome P-450 CYP2D6 Inhibitors (strong)
A005384,Cytochrome P-450 CYP3A Substrates
A005385,Cytochrome P-450 CYP3A4 Substrates
A005386,Cytochrome P-450 CYP3A4 Substrates (strength unknown)
A005387,Cytochrome P-450 CYP3A5 Substrates
A005388,Cytochrome P-450 CYP3A7 Substrates
A005389,Cytochrome P-450 Substrates
A005390,Drugs for Functional Gastrointestinal Disorders
A005391,Highest Risk QTc-Prolonging Agents
A005392,Propulsives
A005393,QTc Prolonging Agents
A005394,Acetic Acid Derivatives and Related Substances
A005395,Agents causing hyperkalemia
A005396,Agents that produce hypertension
A005397,"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)"
A005398,Antiinflammatory and Antirheumatic Products
A005399,"Antiinflammatory and Antirheumatic Products, Non-Steroids"
A005400,Drugs causing inadvertant photosensitivity
A005401,Musculo-Skeletal System
A005402,Nephrotoxic agents
A005403,Non COX-2 selective NSAIDS
A005404,OAT1/SLC22A6 inhibitors
A005405,Other Nonsteroidal Anti-inflammatory Agents
A005406,Genito Urinary System and Sex Hormones
A005407,Gynecological Antiinfectives and Antiseptics
A005408,Hyperglycemia-Associated Agents
A005409,OAT1/SLC22A6 inhibitors
D018091,"Receptors, AMPA"
A005410,Antibacterials for Systemic Use
A005411,Antiinfectives for Systemic Use
A005412,Beta-Lactam Antibacterials
A005413,Beta-Lactamase Resistant Penicillins
A005414,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
A005415,Cytochrome P-450 CYP3A4 Inducers (moderate)
A005416,Cytochrome P-450 CYP3A4 Inducers (strength unknown)
A005417,OAT1/SLC22A6 inhibitors
A005418,Agents Causing Muscle Toxicity
A005419,Agents that produce neuromuscular block (indirect)
A005420,Agents that reduce seizure threshold
A005421,"alpha-Galactosidase, antagonists & inhibitors"
D000563,Amebicides
A005422,"Antiparasitic Products, Insecticides and Repellents"
