identifier,derived-from,resource
ZINC000000001384,DB13544,ZINC
24468,DB13544,RxCUI
135275,DB13545,ChEBI
62176,DB13545,ChemSpider
Isobromindione,DB13545,Wikipedia
CHEMBL2104325,DB13545,ChEMBL
135668,DB13546,ChEBI
Nizofenone,DB13546,Wikipedia
CHEMBL2106822,DB13546,ChEMBL
ZINC000000538096,DB13546,ZINC
32165,DB13547,ChEBI
2298573,DB13547,ChemSpider
Sulfatolamide,DB13547,Wikipedia
CHEMBL3833354,DB13547,ChEMBL
135760,DB13548,ChEBI
11479,DB13548,ChemSpider
50098554,DB13548,BindingDB
Dibrompropamidine,DB13548,Wikipedia
CHEMBL30044,DB13548,ChEMBL
ZINC000001665651,DB13548,ZINC
135941,DB13549,ChEBI
20816,DB13549,ChemSpider
4-Dimethylaminophenol,DB13549,Wikipedia
CHEMBL3707216,DB13549,ChEMBL
ZINC000001669690,DB13549,ZINC
15027,DB13549,RxCUI
92338,DB13550,ChEBI
50330499,DB13550,BindingDB
Bifemelane,DB13550,Wikipedia
CHEMBL1192517,DB13550,ChEMBL
ZINC000001542896,DB13550,ZINC
47111,DB13550,RxCUI
114195,DB13551,ChEBI
8274,DB13551,ChemSpider
50097100,DB13551,BindingDB
Cinchophen,DB13551,Wikipedia
CHEMBL348000,DB13551,ChEMBL
ZINC000000125047,DB13551,ZINC
135662,DB13552,ChEBI
5366,DB13552,ChemSpider
50047016,DB13552,BindingDB
Trifluperidol,DB13552,Wikipedia
CHEMBL15023,DB13552,ChEMBL
ZINC000000538505,DB13552,ZINC
10804,DB13552,RxCUI
55486,DB13553,ChEBI
5022832,DB13553,ChemSpider
Carumonam,DB13553,Wikipedia
CHEMBL1614658,DB13553,ChEMBL
ZINC000003917496,DB13553,ZINC
135500,DB13554,ChEBI
81486,DB13554,BindingDB
Moperone,DB13554,Wikipedia
CHEMBL2104700,DB13554,ChEMBL
ZINC000000538026,DB13554,ZINC
135560,DB13555,ChEBI
34986954,DB13555,ChemSpider
Prajmaline,DB13555,Wikipedia
ZINC000252462538,DB13555,ZINC
131763,DB13556,ChEBI
163211,DB13556,ChemSpider
Sulfamazone,DB13556,Wikipedia
CHEMBL2104921,DB13556,ChEMBL
59119,DB13557,ChEBI
6504,DB13557,ChemSpider
Thiopropazate,DB13557,Wikipedia
CHEMBL1697851,DB13557,ChEMBL
ZINC000022446680,DB13557,ZINC
38133,DB13557,RxCUI
135657,DB13558,ChEBI
33063,DB13558,ChemSpider
Morclofone,DB13558,Wikipedia
CHEMBL2105158,DB13558,ChEMBL
ZINC000030691542,DB13558,ZINC
24673379,DB13559,ChemSpider
Rimiterol,DB13559,Wikipedia
CHEMBL1097630,DB13559,ChEMBL
ZINC000001565247,DB13559,ZINC
Dextranomer,DB13560,Wikipedia
22708,DB13560,RxCUI
135069,DB13561,ChEBI
643140,DB13561,ChemSpider
Clobenzorex,DB13561,Wikipedia
ZINC000019890801,DB13561,ZINC
21244,DB13561,RxCUI
135231,DB13563,ChEBI
12749,DB13563,ChemSpider
Norgestrienone,DB13563,Wikipedia
CHEMBL1908319,DB13563,ChEMBL
ZINC000004217177,DB13563,ZINC
7519,DB13563,RxCUI
135602,DB13564,ChEBI
33868,DB13564,ChemSpider
Zipeprol,DB13564,Wikipedia
CHEMBL2105497,DB13564,ChEMBL
39969,DB13564,RxCUI
135537,DB13565,ChEBI
27484,DB13565,ChemSpider
CHEMBL2110609,DB13565,ChEMBL
ZINC000008214499,DB13565,ZINC
236962,DB13565,RxCUI
38810,DB13566,ChemSpider
CHEMBL2105505,DB13566,ChEMBL
135960,DB13567,ChEBI
10295071,DB13567,ChemSpider
Desaspidin,DB13567,Wikipedia
CHEMBL2105606,DB13567,ChEMBL
Diodone,DB13568,Wikipedia
CHEMBL2105036,DB13568,ChEMBL
30812,DB13569,ChEBI
22866,DB13569,ChemSpider
Iron(II)_chloride,DB13569,Wikipedia
CHEMBL3183704,DB13569,ChEMBL
24940,DB13569,RxCUI
Oxidized_cellulose,DB13570,Wikipedia
2481135,DB13570,RxCUI
31639,DB13571,ChEBI
C13299,DB13571,KEGG Compound
4445390,DB13571,ChemSpider
Pentamycin,DB13571,Wikipedia
CHEMBL2272031,DB13571,ChEMBL
ZINC000060183177,DB13571,ZINC
134769,DB13572,ChEBI
Emylcamate,DB13572,Wikipedia
CHEMBL2104208,DB13572,ChEMBL
ZINC000000001350,DB13572,ZINC
94615,DB13573,ChEBI
62754,DB13573,ChemSpider
50113248,DB13573,BindingDB
Acefylline,DB13573,Wikipedia
CHEMBL70246,DB13573,ChEMBL
ZINC000000057633,DB13573,ZINC
94362,DB13574,ChEBI
3464,DB13574,ChemSpider
50101812,DB13574,BindingDB
Heptaminol,DB13574,Wikipedia
CHEMBL2111076,DB13574,ChEMBL
125518,DB13575,ChEBI
16735698,DB13575,ChemSpider
Bietaserpine,DB13575,Wikipedia
CHEMBL3989595,DB13575,ChEMBL
ZINC000095628218,DB13575,ZINC
15286,DB13576,ChemSpider
Aluminium_nicotinate,DB13576,Wikipedia
CHEMBL3707287,DB13576,ChEMBL
134875,DB13577,ChEBI
5635,DB13577,ChemSpider
Allobarbital,DB13577,Wikipedia
CHEMBL267719,DB13577,ChEMBL
ZINC000005193039,DB13577,ZINC
81295,DB13578,ChEBI
C17723,DB13578,KEGG Compound
10644,DB13578,ChemSpider
Metabutethamine,DB13578,Wikipedia
CHEMBL2110959,DB13578,ChEMBL
135373,DB13579,ChEBI
59116,DB13579,ChemSpider
Mepixanox,DB13579,Wikipedia
CHEMBL2104462,DB13579,ChEMBL
ZINC000004216861,DB13579,ZINC
9309,DB13580,ChEBI
C11745,DB13580,KEGG Compound
5124,DB13580,ChemSpider
50238667,DB13580,BindingDB
Succinylsulfathiazole,DB13580,Wikipedia
CHEMBL1484857,DB13580,ChEMBL
ZINC000001532343,DB13580,ZINC
37289,DB13580,RxCUI
135440,DB13581,ChEBI
28534065,DB13581,ChemSpider
Rociverine,DB13581,Wikipedia
31605,DB13582,ChEBI
149369,DB13582,ChemSpider
94398,DB13583,ChEBI
3919,DB13583,ChemSpider
50238673,DB13583,BindingDB
Mephenesin,DB13583,Wikipedia
CHEMBL229128,DB13583,ChEMBL
503442,DB13584,ChEBI
ZINC000005650070,DB13584,ZINC
136001,DB13585,ChEBI
24220,DB13585,ChemSpider
CHEMBL609980,DB13585,ChEMBL
ZINC000004214825,DB13585,ZINC
Metandienone,DB13586,Wikipedia
CHEMBL1418176,DB13586,ChEMBL
ZINC000003875469,DB13586,ZINC
6818,DB13586,RxCUI
135293,DB13587,ChEBI
15020,DB13587,PubChem Compound
347829305,DB13587,PubChem Substance
14296,DB13587,ChemSpider
50423551,DB13587,BindingDB
Mesterolone,DB13587,Wikipedia
CHEMBL258918,DB13587,ChEMBL
ZINC000003881977,DB13587,ZINC
6781,DB13587,RxCUI
91817,DB13588,ChEBI
4264,DB13588,ChemSpider
50347133,DB13588,BindingDB
Naftidrofuryl,DB13588,Wikipedia
CHEMBL1620794,DB13588,ChEMBL
26333260,DB13590,ChemSpider
Calcium_pangamate,DB13590,Wikipedia
CHEMBL3707447,DB13590,ChEMBL
135726,DB13591,ChEBI
24584,DB13591,ChemSpider
179867,DB13591,BindingDB
Metopimazine,DB13591,Wikipedia
CHEMBL398615,DB13591,ChEMBL
ZINC000000537996,DB13591,ZINC
29954,DB13591,RxCUI
135157,DB13592,ChEBI
26354,DB13592,ChemSpider
82014,DB13592,BindingDB
Etamiphylline,DB13592,Wikipedia
CHEMBL2104264,DB13592,ChEMBL
ZINC000000001377,DB13592,ZINC
135125,DB13593,ChEBI
13985,DB13593,ChemSpider
Zolimidine,DB13593,Wikipedia
CHEMBL2105534,DB13593,ChEMBL
ZINC000000002261,DB13593,ZINC
131704329,DB13595,PubChem Compound
347829306,DB13595,PubChem Substance
D07419,DB13595,KEGG Drug
32700646,DB13595,ChemSpider
Almasilate,DB13595,Wikipedia
135094,DB13596,ChEBI
9822,DB13596,ChemSpider
50201927,DB13596,BindingDB
Oxycinchophen,DB13596,Wikipedia
CHEMBL219376,DB13596,ChEMBL
ZINC000000001877,DB13596,ZINC
94665,DB13597,ChEBI
50227841,DB13597,BindingDB
Moroxydine,DB13597,Wikipedia
CHEMBL1490434,DB13597,ChEMBL
ZINC000009302211,DB13597,ZINC
30227,DB13597,RxCUI
35702,DB13598,ChEBI
C13240,DB13598,KEGG Compound
ETZ,DB13598,PDB
Diethyl_ether,DB13598,Wikipedia
CHEMBL16264,DB13598,ChEMBL
ZINC000001657408,DB13598,ZINC
1363043,DB13598,RxCUI
135969,DB13599,ChEBI
61506,DB13599,ChemSpider
Difetarsone,DB13599,Wikipedia
CHEMBL1788396,DB13599,ChEMBL
402587,DB13599,RxCUI
C10985,DB13600,KEGG Compound
37079,DB13600,ChemSpider
Deltamethrin,DB13600,Wikipedia
CHEMBL1593566,DB13600,ChEMBL
ZINC000001532094,DB13600,ZINC
134788,DB13601,ChEBI
Oxiracetam,DB13601,Wikipedia
CHEMBL36633,DB13601,ChEMBL
32645,DB13601,RxCUI
73390,DB13602,ChEBI
C14208,DB13602,KEGG Compound
33716,DB13602,ChemSpider
18660,DB13602,BindingDB
Promegestone,DB13602,Wikipedia
CHEMBL196003,DB13602,ChEMBL
ZINC000003814408,DB13602,ZINC
8744,DB13602,RxCUI
32079,DB13603,ChEBI
C12491,DB13603,KEGG Compound
13314,DB13603,ChemSpider
Pyrrolnitrin,DB13603,Wikipedia
CHEMBL97972,DB13603,ChEMBL
ZINC000000002012,DB13603,ZINC
134828,DB13604,ChEBI
Guanazodine,DB13604,Wikipedia
CHEMBL2008565,DB13604,ChEMBL
135550,DB13605,ChEBI
10752,DB13605,ChemSpider
Phenoperidine,DB13605,Wikipedia
CHEMBL2105385,DB13605,ChEMBL
C11790,DB13606,KEGG Compound
391631,DB13606,ChemSpider
Phenazocine,DB13606,Wikipedia
CHEMBL316632,DB13606,ChEMBL
ZINC000001481896,DB13606,ZINC
8119,DB13606,RxCUI
135768,DB13607,ChEBI
64722,DB13607,ChemSpider
50210775,DB13607,BindingDB
Picloxydine,DB13607,Wikipedia
CHEMBL2104722,DB13607,ChEMBL
ZINC000030691566,DB13607,ZINC
135637,DB13608,ChEBI
2272774,DB13608,ChemSpider
50351209,DB13608,BindingDB
Thiocarlide,DB13608,Wikipedia
CHEMBL214920,DB13608,ChEMBL
ZINC000004217571,DB13608,ZINC
134730,DB13609,ChEBI
116151,DB13609,ChemSpider
83797,DB13609,BindingDB
75U,DB13609,PDB
Umifenovir,DB13609,Wikipedia
CHEMBL1214598,DB13609,ChEMBL
ZINC000019907652,DB13609,ZINC
135987,DB13610,ChEBI
16736667,DB13610,ChemSpider
Flumedroxone,DB13610,Wikipedia
CHEMBL2104932,DB13610,ChEMBL
135058,DB13611,ChEBI
64845,DB13611,ChemSpider
97156,DB13611,BindingDB
Chlormidazole,DB13611,Wikipedia
CHEMBL152649,DB13611,ChEMBL
ZINC000000084088,DB13611,ZINC
20651,DB13612,ChemSpider
Carbasalate_calcium,DB13612,Wikipedia
CHEMBL3833325,DB13612,ChEMBL
136026,DB13613,ChEBI
6022,DB13613,ChemSpider
Ticlatone,DB13613,Wikipedia
CHEMBL2103914,DB13613,ChEMBL
ZINC000000002164,DB13613,ZINC
136017,DB13614,ChEBI
26683,DB13614,ChemSpider
Metizoline,DB13614,Wikipedia
CHEMBL1370446,DB13614,ChEMBL
32700228,DB13615,ChemSpider
Mifamurtide,DB13615,Wikipedia
43966,DB13616,ChEBI
D07143,DB13616,KEGG Drug
159822,DB13616,ChemSpider
29388,DB13616,BindingDB
MEL,DB13616,PDB
CHEMBL266349,DB13616,ChEMBL
ZINC000003809827,DB13616,ZINC
31421,DB13617,ChEBI
15615,DB13617,ChemSpider
Clorexolone,DB13617,Wikipedia
CHEMBL2106167,DB13617,ChEMBL
ZINC000000001199,DB13617,ZINC
31719,DB13618,ChEBI
43662,DB13618,BindingDB
Ipriflavone,DB13618,Wikipedia
CHEMBL165790,DB13618,ChEMBL
ZINC000000004016,DB13618,ZINC
51487,DB13618,RxCUI
28529148,DB13619,ChemSpider
Bornaprine,DB13619,Wikipedia
CHEMBL2104596,DB13619,ChEMBL
19610,DB13619,RxCUI
7093,DB13620,Drugs Product Database (DPD)
32032,DB13620,ChEBI
16760467,DB13620,PubChem Compound
347829307,DB13620,PubChem Substance
D01298,DB13620,KEGG Drug
8931,DB13620,ChemSpider
Potassium_gluconate,DB13620,Wikipedia
CHEMBL2106978,DB13620,ChEMBL
89903,DB13620,RxCUI
32698706,DB13621,ChemSpider
Tetragalacturonic_acid_hydroxymethylester,DB13621,Wikipedia
108863,DB13622,ChemSpider
135309,DB13623,ChEBI
8038633,DB13623,ChemSpider
Fabomotizole,DB13623,Wikipedia
CHEMBL3707307,DB13623,ChEMBL
ZINC000023139484,DB13623,ZINC
134817,DB13624,ChEBI
3974,DB13624,ChemSpider
Methoxyphenamine,DB13624,Wikipedia
CHEMBL2010507,DB13624,ChEMBL
29704,DB13624,RxCUI
135100,DB13625,ChEBI
33928,DB13625,ChemSpider
Carbuterol,DB13625,Wikipedia
CHEMBL2110780,DB13625,ChEMBL
34990037,DB13626,ChemSpider
Aluminium_glycinate,DB13626,Wikipedia
23162,DB13626,RxCUI
138856,DB13627,ChEBI
C11342,DB13627,KEGG Compound
D02301,DB13627,KEGG Drug
4467,DB13627,ChemSpider
OXI,DB13627,PDB
Oxolinic_acid,DB13627,Wikipedia
CHEMBL416755,DB13627,ChEMBL
ZINC000000001875,DB13627,ZINC
31575,DB13628,ChEBI
D01647,DB13628,KEGG Drug
13846749,DB13628,ChemSpider
50428380,DB13628,BindingDB
E4B,DB13628,PDB
Ethylparaben,DB13628,Wikipedia
CHEMBL15841,DB13628,ChEMBL
ZINC000000001392,DB13628,ZINC
1362892,DB13628,RxCUI
76252,DB13629,ChEBI
Mofebutazone,DB13629,Wikipedia
CHEMBL1892201,DB13629,ChEMBL
30202,DB13629,RxCUI
135175,DB13630,ChEBI
64961,DB13630,ChemSpider
CHEMBL2110796,DB13630,ChEMBL
135848,DB13631,ChEBI
64824,DB13631,ChemSpider
Methoserpidine,DB13631,Wikipedia
CHEMBL3989541,DB13631,ChEMBL
ZINC000056898766,DB13631,ZINC
235829,DB13631,RxCUI
135194,DB13632,ChEBI
15070001,DB13632,ChemSpider
Protiofate,DB13632,Wikipedia
CHEMBL2105391,DB13632,ChEMBL
ZINC000001846265,DB13632,ZINC
Mepartricin,DB13633,Wikipedia
63738,DB13634,ChemSpider
Pentifylline,DB13634,Wikipedia
CHEMBL2105338,DB13634,ChEMBL
ZINC000002004497,DB13634,ZINC
33086,DB13634,RxCUI
135549,DB13635,ChEBI
64392,DB13635,ChemSpider
50146373,DB13635,BindingDB
Tiracizine,DB13635,Wikipedia
CHEMBL1625260,DB13635,ChEMBL
ZINC000000538471,DB13635,ZINC
8430627,DB13636,ChemSpider
Etanautine,DB13636,Wikipedia
CHEMBL3707215,DB13636,ChEMBL
81292,DB13637,ChEBI
C17719,DB13637,KEGG Compound
146969,DB13637,ChemSpider
Tenitramine,DB13637,Wikipedia
CHEMBL3707257,DB13637,ChEMBL
135856,DB13638,ChEBI
113142,DB13638,ChemSpider
Cefbuperazone,DB13638,Wikipedia
CHEMBL1908372,DB13638,ChEMBL
ZINC000004215229,DB13638,ZINC
4954134,DB13639,ChemSpider
Ferrous_tartrate,DB13639,Wikipedia
81306,DB13640,ChEBI
C17734,DB13640,KEGG Compound
85123,DB13640,ChemSpider
50188385,DB13640,BindingDB
Acetoxolone,DB13640,Wikipedia
CHEMBL207413,DB13640,ChEMBL
ZINC000034169081,DB13640,ZINC
16784,DB13640,RxCUI
5259074,DB13641,ChemSpider
Metisazone,DB13641,Wikipedia
CHEMBL1512080,DB13641,ChEMBL
ZINC000100011971,DB13641,ZINC
75247,DB13642,ChEBI
Pridinol,DB13642,Wikipedia
CHEMBL404215,DB13642,ChEMBL
ZINC000001482149,DB13642,ZINC
34479,DB13642,RxCUI
135754,DB13643,ChEBI
3033860,DB13643,PubChem Compound
347829308,DB13643,PubChem Substance
2298440,DB13643,ChemSpider
Loprazolam,DB13643,Wikipedia
CHEMBL2107448,DB13643,ChEMBL
ZINC000022010289,DB13643,ZINC
38555,DB13643,RxCUI
82346,DB13644,ChEBI
C19265,DB13644,KEGG Compound
580871,DB13644,ChemSpider
50239994,DB13644,BindingDB
Methylthiouracil,DB13644,Wikipedia
CHEMBL1330588,DB13644,ChEMBL
ZINC000005037820,DB13644,ZINC
134732,DB13645,ChEBI
96982,DB13645,ChemSpider
Ethacizine,DB13645,Wikipedia
CHEMBL1997663,DB13645,ChEMBL
ZINC000004182572,DB13645,ZINC
Saruplase,DB13646,Wikipedia
Semustine,DB13647,Wikipedia
55313,DB13648,ChEBI
10308750,DB13648,ChemSpider
Alcuronium_chloride,DB13648,Wikipedia
CHEMBL3305985,DB13648,ChEMBL
135151,DB13649,ChEBI
50225112,DB13649,BindingDB
Proquazone,DB13649,Wikipedia
CHEMBL268501,DB13649,ChEMBL
ZINC000000001995,DB13649,ZINC
28426726,DB13650,ChemSpider
Aloglutamol,DB13650,Wikipedia
CHEMBL3707299,DB13650,ChEMBL
17392,DB13650,RxCUI
135646,DB13651,ChEBI
34990507,DB13651,ChemSpider
Lorajmine,DB13651,Wikipedia
ZINC000056897614,DB13651,ZINC
135392,DB13652,ChEBI
Bunaftine,DB13652,Wikipedia
CHEMBL2104200,DB13652,ChEMBL
ZINC000002010639,DB13652,ZINC
135568,DB13653,ChEBI
39116,DB13653,ChemSpider
50237589,DB13653,BindingDB
Lorcainide,DB13653,Wikipedia
CHEMBL87543,DB13653,ChEMBL
ZINC000000537935,DB13653,ZINC
32699070,DB13654,ChemSpider
Montmorillonite,DB13654,Wikipedia
1425919,DB13654,RxCUI
134814,DB13655,ChEBI
50248014,DB13655,BindingDB
Nikethamide,DB13655,Wikipedia
CHEMBL2104607,DB13655,ChEMBL
ZINC000000001814,DB13655,ZINC
7424,DB13655,RxCUI
83584,DB13656,ChEBI
65038,DB13656,ChemSpider
Eberconazole,DB13656,Wikipedia
CHEMBL558722,DB13656,ChEMBL
135340,DB13657,ChEBI
19846,DB13657,ChemSpider
Benorilate,DB13657,Wikipedia
CHEMBL162036,DB13657,ChEMBL
ZINC000000001003,DB13657,ZINC
135042,DB13659,ChEBI
18505,DB13659,ChemSpider
Tenonitrozole,DB13659,Wikipedia
CHEMBL1082354,DB13659,ChEMBL
ZINC000004217523,DB13659,ZINC
236186,DB13659,RxCUI
52429,DB13660,ChEBI
83843,DB13660,ChemSpider
Propicillin,DB13660,Wikipedia
CHEMBL2105612,DB13660,ChEMBL
34649,DB13660,RxCUI
82349,DB13661,ChEBI
C19268,DB13661,KEGG Compound
Niridazole,DB13661,Wikipedia
CHEMBL152632,DB13661,ChEMBL
ZINC000003875416,DB13661,ZINC
134823,DB13662,ChEBI
9280,DB13662,ChemSpider
Hexapropymate,DB13662,Wikipedia
CHEMBL2104292,DB13662,ChEMBL
ZINC000000001531,DB13662,ZINC
31418,DB13663,ChEBI
62797,DB13663,ChemSpider
Clofenamide,DB13663,Wikipedia
CHEMBL1865258,DB13663,ChEMBL
ZINC000001482010,DB13663,ZINC
135834,DB13664,ChEBI
254985,DB13664,ChemSpider
Formocortal,DB13664,Wikipedia
CHEMBL1989587,DB13664,ChEMBL
ZINC000004216336,DB13664,ZINC
14410,DB13665,ChemSpider
50019959,DB13665,BindingDB
Fluanisone,DB13665,Wikipedia
CHEMBL58792,DB13665,ChEMBL
ZINC000004213325,DB13665,ZINC
32224,DB13666,ChEBI
65116,DB13666,ChemSpider
Tiemonium_iodide,DB13666,Wikipedia
CHEMBL2104797,DB13666,ChEMBL
3502,DB13667,ChEBI
C11203,DB13667,KEGG Compound
D01052,DB13667,KEGG Drug
7845546,DB13667,ChemSpider
Cefozopran,DB13667,Wikipedia
CHEMBL1276663,DB13667,ChEMBL
125612,DB13668,ChEBI
525510,DB13668,ChemSpider
50279987,DB13668,BindingDB
R9W,DB13668,PDB
Ipidacrine,DB13668,Wikipedia
CHEMBL130880,DB13668,ChEMBL
ZINC000006780651,DB13668,ZINC
34856,DB13669,ChEBI
C14452,DB13669,KEGG Compound
13837537,DB13669,ChemSpider
6LR,DB13669,PDB
Morpholine,DB13669,Wikipedia
CHEMBL276518,DB13669,ChEMBL
ZINC000001699948,DB13669,ZINC
1368870,DB13669,RxCUI
135610,DB13670,ChEBI
4444540,DB13670,ChemSpider
Oxantel,DB13670,Wikipedia
CHEMBL1240977,DB13670,ChEMBL
ZINC000100025503,DB13670,ZINC
1871175,DB13670,RxCUI
C12767,DB13671,KEGG Compound
61005,DB13671,ChemSpider
50084132,DB13671,BindingDB
Sulbentine,DB13671,Wikipedia
CHEMBL151803,DB13671,ChEMBL
ZINC000019909326,DB13671,ZINC
81224,DB13672,ChEBI
C17619,DB13672,KEGG Compound
102089,DB13672,ChemSpider
Dimethylaminopropionylphenothiazine,DB13672,Wikipedia
CHEMBL3707362,DB13672,ChEMBL
28098,DB13673,ChEBI
C00825,DB13673,KEGG Compound
388449,DB13673,ChemSpider
50368267,DB13673,BindingDB
9CS,DB13673,PDB
Bekanamycin,DB13673,Wikipedia
CHEMBL176,DB13673,ChEMBL
ZINC000053132258,DB13673,ZINC
136036,DB13674,ChEBI
34903,DB13674,ChemSpider
1K5,DB13674,PDB
CHEMBL1569545,DB13674,ChEMBL
ZINC000003878688,DB13674,ZINC
135328,DB13675,ChEBI
10785,DB13675,ChemSpider
Metahexamide,DB13675,Wikipedia
CHEMBL507419,DB13675,ChEMBL
ZINC000003831047,DB13675,ZINC
Mosapramine,DB13676,Wikipedia
CHEMBL2106650,DB13676,ChEMBL
31356,DB13677,ChEBI
Carboquone,DB13677,Wikipedia
CHEMBL443014,DB13677,ChEMBL
135367,DB13678,ChEBI
20478,DB13678,ChemSpider
Dihexyverine,DB13678,Wikipedia
CHEMBL2110912,DB13678,ChEMBL
ZINC000000001297,DB13678,ZINC
236209,DB13678,RxCUI
4464,DB13679,ChEBI
33036,DB13679,PubChem Compound
347829309,DB13679,PubChem Substance
C06946,DB13679,KEGG Compound
30576,DB13679,ChemSpider
CHEMBL1201353,DB13679,ChEMBL
ZINC000000113404,DB13679,ZINC
22697,DB13679,RxCUI
134890,DB13680,ChEBI
4698034,DB13680,ChemSpider
CHEMBL2106794,DB13680,ChEMBL
ZINC000018163569,DB13680,ZINC
31475,DB13680,RxCUI
135354,DB13681,ChEBI
28712,DB13681,ChemSpider
Butalamine,DB13681,Wikipedia
CHEMBL1697825,DB13681,ChEMBL
ZINC000002002230,DB13681,ZINC
180806,DB13681,RxCUI
C11199,DB13682,KEGG Compound
D07649,DB13682,KEGG Drug
4586396,DB13682,ChemSpider
Cefpirome,DB13682,Wikipedia
CHEMBL65794,DB13682,ChEMBL
27130,DB13682,RxCUI
93295,DB13683,ChEBI
6596,DB13683,ChemSpider
50225699,DB13683,BindingDB
Quinisocaine,DB13683,Wikipedia
CHEMBL127643,DB13683,ChEMBL
ZINC000001671507,DB13683,ZINC
2298546,DB13684,ChemSpider
Omoconazole,DB13684,Wikipedia
CHEMBL2046550,DB13684,ChEMBL
ZINC000001532917,DB13684,ZINC
32411,DB13684,RxCUI
8017842,DB13685,ChemSpider
Quingestanol,DB13685,Wikipedia
131732,DB13686,ChEBI
64831,DB13686,ChemSpider
Clometocillin,DB13686,Wikipedia
CHEMBL2106548,DB13686,ChEMBL
135505,DB13687,ChEBI
64930,DB13687,ChemSpider
Niaprazine,DB13687,Wikipedia
CHEMBL2105141,DB13687,ChEMBL
31722,DB13687,RxCUI
Drisapersen,DB13688,Wikipedia
4446823,DB13689,ChemSpider
50441892,DB13689,BindingDB
Tacalcitol,DB13689,Wikipedia
CHEMBL2105611,DB13689,ChEMBL
ZINC000004474668,DB13689,ZINC
291204,DB13689,RxCUI
81293,DB13690,ChEBI
C17721,DB13690,KEGG Compound
7733,DB13690,ChemSpider
Vinyl_ether,DB13690,Wikipedia
CHEMBL2105883,DB13690,ChEMBL
ZINC000002012764,DB13690,ZINC
9940650,DB13691,ChemSpider
%CE%91-Acetyldigoxin,DB13691,Wikipedia
CHEMBL2074725,DB13691,ChEMBL
ZINC000245253865,DB13691,ZINC
135461,DB13692,ChEBI
59192,DB13692,ChemSpider
82503,DB13692,BindingDB
Tretoquinol,DB13692,Wikipedia
CHEMBL174984,DB13692,ChEMBL
ZINC000000000802,DB13692,ZINC
16736045,DB13693,ChemSpider
Sulbenicillin,DB13693,Wikipedia
CHEMBL3306853,DB13693,ChEMBL
ZINC000003875033,DB13693,ZINC
80756,DB13694,ChEBI
347829310,DB13694,PubChem Substance
C16823,DB13694,KEGG Compound
3004,DB13694,ChemSpider
Distigmine,DB13694,Wikipedia
CHEMBL1199307,DB13694,ChEMBL
ZINC000003872328,DB13694,ZINC
3551,DB13694,RxCUI
Penthienate,DB13695,Wikipedia
CHEMBL2110700,DB13695,ChEMBL
135394,DB13696,ChEBI
69679,DB13696,ChemSpider
Bromochlorosalicylanilide,DB13696,Wikipedia
CHEMBL153192,DB13696,ChEMBL
ZINC000000001178,DB13696,ZINC
134962,DB13697,ChEBI
12232507,DB13697,ChemSpider
Ambazone,DB13697,Wikipedia
86235,DB13698,ChEBI
10774,DB13698,ChemSpider
Siderite,DB13698,Wikipedia
CHEMBL3707336,DB13698,ChEMBL
1440290,DB13698,RxCUI
131723,DB13699,ChEBI
D07239,DB13699,KEGG Drug
2272143,DB13699,ChemSpider
Sulfathiourea,DB13699,Wikipedia
CHEMBL2107489,DB13699,ChEMBL
ZINC000003873929,DB13699,ZINC
Protamine,DB13700,Wikipedia
135999,DB13701,ChEBI
58900,DB13701,ChemSpider
Ioglicic_acid,DB13701,Wikipedia
CHEMBL2105024,DB13701,ChEMBL
ZINC000004216603,DB13701,ZINC
5293779,DB13702,ChemSpider
Tibezonium_iodide,DB13702,Wikipedia
CHEMBL2107065,DB13702,ChEMBL
237141,DB13702,RxCUI
189921,DB13703,ChemSpider
Gepefrine,DB13703,Wikipedia
CHEMBL3989731,DB13703,ChEMBL
ZINC000000967941,DB13703,ZINC
41157,DB13703,RxCUI
Pristinamycin,DB13704,Wikipedia
66958,DB13704,RxCUI
52083646,DB13705,ChemSpider
52053,DB13706,ChEBI
Eosin,DB13706,Wikipedia
CHEMBL411675,DB13706,ChEMBL
1310593,DB13706,RxCUI
9175,DB13707,Drugs Product Database (DPD)
63017,DB13707,ChEBI
162637,DB13707,PubChem Compound
347829311,DB13707,PubChem Substance
142788,DB13707,ChemSpider
Sodium_tartrate,DB13707,Wikipedia
CHEMBL2107781,DB13707,ChEMBL
56524,DB13707,RxCUI
135435,DB13708,ChEBI
61822,DB13708,ChemSpider
Fenquizone,DB13708,Wikipedia
CHEMBL2106186,DB13708,ChEMBL
135007,DB13709,ChEBI
8620080,DB13709,ChemSpider
Ciclonicate,DB13709,Wikipedia
CHEMBL2104521,DB13709,ChEMBL
ZINC000004215324,DB13709,ZINC
135283,DB13710,ChEBI
2301378,DB13710,ChemSpider
Metenolone,DB13710,Wikipedia
ZINC000005497532,DB13710,ZINC
135802,DB13711,ChEBI
65119,DB13711,ChemSpider
Tritoqualine,DB13711,Wikipedia
CHEMBL2104445,DB13711,ChEMBL
82241,DB13712,ChEBI
C19120,DB13712,KEGG Compound
9975,DB13712,ChemSpider
Dixanthogen,DB13712,Wikipedia
CHEMBL331743,DB13712,ChEMBL
ZINC000001595003,DB13712,ZINC
134746,DB13713,ChEBI
59041,DB13713,ChemSpider
Quifenadine,DB13713,Wikipedia
CHEMBL1187694,DB13713,ChEMBL
32700938,DB13714,ChemSpider
Xibornol,DB13714,Wikipedia
