drug,category
DB13539,D020313
DB13539,D003287
DB13539,D064907
DB13539,D007463
DB13539,A026252
DB13539,A026253
DB13540,A026254
DB13540,D000617
DB13540,D000900
DB13540,D000890
DB13540,A026255
DB13540,A026256
DB13540,D002241
DB13540,A026257
DB13540,A026258
DB13540,D006027
DB13540,A026259
DB13540,A026260
DB13541,D000700
DB13541,D000928
DB13541,A026261
DB13541,D001685
DB13541,D002492
DB13541,D000072471
DB13541,D007211
DB13541,D009420
DB13541,D018377
DB13541,D010860
DB13541,D011809
DB13541,D018490
DB13541,D012702
DB13542,D000146
DB13542,A026262
DB13542,A026263
DB13542,D000700
DB13542,D018712
DB13542,D000893
DB13542,D018680
DB13542,D018501
DB13542,D004158
DB13542,A026264
DB13542,D006880
DB13542,D018727
DB13542,D018373
DB13542,D010648
DB13542,D018689
DB13542,A026265
DB13543,D000438
DB13543,D000477
DB13543,D000970
DB13543,D018906
DB13543,A026266
DB13543,D002241
DB13543,D009676
DB13543,D013402
DB13543,D004786
DB13544,A026267
DB13544,A026268
DB13544,D000577
DB13544,D000700
DB13544,D018712
DB13544,D000893
DB13544,D000894
DB13544,D018501
DB13544,A026269
DB13544,D009420
DB13544,A026270
DB13544,D018373
DB13544,A026271
DB13544,D018689
DB13545,D006074
DB13545,A026272
DB13545,A026273
DB13546,D000889
DB13546,D002317
DB13546,D002491
DB13546,D020313
DB13546,A026274
DB13546,D009420
DB13546,D018696
DB13546,D020011
DB13546,A026275
DB13546,A026276
DB13546,A026277
DB13547,D000577
DB13547,D000588
DB13547,D000814
DB13547,A026278
DB13547,A026279
DB13547,D013449
DB13547,D013450
DB13547,D013457
DB13548,D000578
DB13548,D000890
DB13548,D000891
DB13548,A026280
DB13548,A026281
DB13548,D003879
DB13548,A026282
DB13548,A026283
DB13549,D000588
DB13549,D000814
DB13549,D000931
DB13549,D001555
DB13549,D020313
DB13549,D010636
DB13549,D020011
DB13550,D000928
DB13550,D001555
DB13550,D002491
DB13550,D002492
DB13550,D009420
DB13550,A026284
DB13550,D011619
DB13550,D020230
DB13551,D006074
DB13551,D000072471
DB13551,A026285
DB13551,A026286
DB13552,D014150
DB13552,A026287
DB13552,D002090
DB13552,D002491
DB13552,D002492
DB13552,D015259
DB13552,D018492
DB13552,D007659
DB13552,D009420
DB13552,A026288
DB13552,D018377
DB13552,A026289
DB13552,D011619
DB13552,D014149
DB13553,D000577
DB13553,A026290
DB13553,A026291
DB13553,D047090
DB13553,D000072471
DB13553,D007769
DB13553,D008997
DB13553,D013457
DB13554,D014150
DB13554,A026292
DB13554,D002492
DB13554,D007659
DB13554,D009420
DB13554,A026293
DB13554,A026294
DB13555,D000470
DB13555,D000889
DB13555,A026295
DB13555,A026296
DB13555,A026297
DB13555,A026298
DB13555,D002317
DB13555,D000072471
DB13555,D026121
DB13555,D007211
DB13555,D054836
DB13555,D007212
DB13555,A026299
DB13555,A026300
DB13555,D046948
DB13556,A026301
DB13556,A026302
DB13556,A026303
DB13556,D013449
DB13556,A026304
DB13557,D014150
DB13557,D002492
DB13557,D000072471
DB13557,D009420
DB13557,A026305
DB13557,A026306
DB13557,A026307
DB13557,D013457
DB13558,D001555
DB13558,A026308
DB13558,D007659
DB13559,D018663
DB13559,D000322
DB13559,D000318
DB13559,A026309
DB13559,A026310
DB13559,A026311
DB13559,D001555
DB13559,A026312
DB13559,D018377
DB13559,D010636
DB13559,A026313
DB13560,D001704
DB13560,D002241
DB13560,A026314
DB13560,D020313
DB13560,D003879
DB13560,D005936
DB13560,D046911
DB13560,D011108
DB13560,D011134
DB13560,A026315
DB13560,D016060
DB13561,A026316
DB13561,D000588
DB13561,A026317
DB13561,D000697
DB13561,A026318
DB13561,D005021
DB13561,D010627
DB13563,D000305
DB13563,A026319
DB13563,D003271
DB13563,D003276
DB13563,D003280
DB13563,D000072473
DB13563,A026320
DB13563,D003270
DB13563,D009650
DB13563,D009651
DB13563,D009654
DB13563,A026321
DB13563,D011372
DB13563,D012102
DB13563,A026322
DB13563,D013256
DB13564,D000996
DB13564,D002491
DB13564,A026323
DB13564,D019141
DB13565,A026324
DB13565,D000588
DB13565,A026325
DB13565,A026326
DB13565,D050339
DB13565,D003879
DB13565,D009861
DB13565,D000644
DB13565,A026327
DB13566,A026328
DB13567,D000871
DB13567,A026329
DB13567,D000977
DB13567,A026330
DB13567,D007659
DB13568,D020313
DB13568,D003287
DB13568,D064907
DB13568,D007469
DB13568,D011725
DB13568,D011728
DB13568,A026331
DB13568,A026332
DB13569,A026333
DB13569,A026334
DB13569,A026335
DB13569,D058085
DB13569,A026336
DB13570,D001704
DB13570,A026337
DB13570,D002241
DB13570,D002482
DB13570,D003029
DB13570,D020313
DB13570,D005936
DB13570,D006401
DB13570,D006490
DB13570,A026338
DB13570,D046911
DB13570,D011108
DB13570,D011134
DB13571,D000475
DB13571,D000935
DB13571,A026339
DB13571,A026340
DB13571,D006839
DB13571,D007783
DB13571,D061065
DB13572,D000144
DB13572,D014151
DB13572,D002219
DB13572,D002492
DB13572,D009420
DB13572,A026341
DB13573,D000470
DB13573,A026342
DB13573,A026343
DB13573,A026344
DB13573,D000072471
DB13573,D011687
DB13573,D011688
DB13573,D013806
DB13574,D000438
DB13574,D000588
DB13574,D000605
DB13574,A026345
DB13574,A026346
DB13575,D000470
DB13575,A026347
DB13575,D000959
DB13575,D002317
DB13575,D000072471
DB13575,D026121
DB13575,D007211
DB13575,D054836
DB13575,D007212
DB13575,D046948
DB13576,A026348
DB13576,A026349
DB13576,A026350
DB13577,A026351
DB13577,D002492
DB13577,D006993
DB13577,D009420
DB13577,A026352
DB13577,D011743
DB13577,D011744
DB13578,D000777
DB13578,D000779
DB13578,A026353
DB13578,D009420
DB13579,D000072471
DB13579,D019141
DB13579,D014966
DB13580,A026354
DB13580,D000577
DB13580,D000588
DB13580,D000814
DB13580,A026355
DB13580,A026356
DB13580,D013424
DB13580,D013449
DB13580,D013450
DB13580,D013457
DB13580,D013844
DB13581,D000146
DB13581,A026357
DB13581,A026358
DB13581,D018680
DB13581,D001337
DB13581,D003510
DB13581,D003516
DB13581,A026359
DB13581,D018727
DB13581,D010276
DB13581,D018373
DB13581,A026360
DB13582,A026361
DB13582,A026362
DB13583,D000438
DB13583,D002491
DB13583,D002492
DB13583,D006018
DB13583,A026363
DB13583,D009125
DB13583,A026364
DB13583,D009465
DB13583,D018373
DB13583,D011409
DB13584,D000588
DB13584,D018680
DB13584,D002492
DB13584,D018678
DB13584,A026365
DB13584,A026366
DB13584,A026367
DB13584,D009465
DB13584,D009466
DB13584,D003473
DB13584,A026368
DB13584,D018377
DB13584,D018733
DB13584,D009861
DB13584,D018373
DB13584,D000644
DB13585,D000838
DB13585,A026369
DB13585,D004573
DB13585,D007477
DB13585,D017672
DB13585,A026370
DB13586,A026371
DB13586,D045930
DB13586,A026372
DB13586,D045165
DB13586,A026373
DB13586,D000730
DB13586,A026374
DB13586,D000731
DB13586,D000736
DB13586,D003879
DB13586,D000072473
DB13586,D006728
DB13586,D006730
DB13586,D013256
DB13587,A026375
DB13587,D045930
DB13587,D000728
DB13587,D000731
DB13587,D000732
DB13587,D000072473
DB13587,A026376
DB13587,D006728
DB13587,D006730
DB13587,A026377
DB13587,D013256
DB13587,D045165
DB13588,D000928
DB13588,D002317
DB13588,D002492
DB13588,D005663
DB13588,D018377
DB13588,A026378
DB13588,D018490
DB13588,D012702
DB13588,D014665
DB13590,D000144
DB13590,A026379
DB13590,D000588
DB13590,D000596
DB13590,D000602
DB13590,D002118
DB13590,D002241
DB13590,D005942
DB13590,D006880
DB13590,A026380
DB13590,D010455
DB13590,D034444
DB13590,D013400
DB13591,A026381
DB13591,D000932
DB13591,A026382
DB13591,D001337
DB13591,D002491
DB13591,D005765
DB13591,D018373
DB13591,D010880
DB13592,D000470
DB13592,D018927
DB13592,D001337
DB13592,D001993
DB13592,A026383
DB13592,A026384
DB13592,A026385
DB13592,D000072471
DB13592,D018373
DB13592,D011687
DB13592,D011688
DB13592,D019141
DB13592,D013806
DB13592,A026386
DB13593,A026387
DB13593,A026388
DB13593,A026389
DB13595,A026390
DB13595,A026391
DB13595,D000863
DB13595,A026392
DB13595,A026393
DB13595,A026394
DB13595,D008903
DB13595,D010592
DB13595,D017655
DB13596,A026395
DB13596,A026396
DB13596,D011804
DB13596,A026397
DB13597,D000578
DB13597,D000890
DB13597,A026398
DB13597,D000998
DB13597,A026399
DB13597,A026400
DB13597,D006146
DB13597,D010078
DB13598,A026401
DB13598,D000777
DB13598,D018681
DB13598,D018685
DB13598,D002491
DB13598,D002492
DB13598,D020313
DB13598,D004987
DB13598,D005019
DB13598,D009420
DB13598,A026402
DB13598,D012997
DB13599,A026403
DB13599,D000981
DB13599,D001152
DB13600,D016573
DB13600,A026404
DB13600,D020313
DB13600,D000081004
DB13600,A026405
DB13600,D007306
DB13600,A026406
DB13600,D039821
DB13600,D010575
DB13600,A026407
DB13600,D013729
DB13600,D004786
DB13601,D002491
DB13601,D002492
DB13601,D009420
DB13601,D018697
DB13601,A026408
DB13601,A026409
DB13601,D011619
DB13602,D000305
DB13602,A026410
DB13602,A026411
DB13602,A026412
DB13602,D000072473
DB13602,A026413
DB13602,D009649
DB13602,D009650
DB13602,D009654
DB13602,A026414
DB13602,D011372
DB13602,A026415
DB13602,D013256
DB13603,D000890
DB13603,D000935
DB13603,A026416
DB13603,A026417
DB13603,D003879
DB13604,D000578
DB13604,A026418
DB13604,D000959
DB13604,A026419
DB13604,D006146
DB13605,D000700
DB13605,D000777
DB13605,D018681
DB13605,D002491
DB13605,D002492
DB13605,D007540
DB13605,D009294
DB13605,D009420
DB13605,A026420
DB13605,D000701
DB13605,D018373
DB13605,D010880
DB13605,D018689
DB13605,D020230
DB13606,D000470
DB13606,D000700
DB13606,A026421
DB13606,D001575
DB13606,D002491
DB13606,D002492
DB13606,D009019
DB13606,D009294
DB13606,D009420
DB13606,D053610
DB13606,D000701
DB13606,D018373
DB13606,D010616
DB13606,D018689
DB13606,D020230
DB13607,D000890
DB13607,A026422
DB13607,A026423
DB13608,A026424
DB13608,A026425
DB13608,D000995
DB13608,A026426
DB13609,A026427
DB13609,D000998
DB13609,A026428
DB13609,A026429
DB13609,A026430
DB13609,A026431
DB13609,A026432
DB13609,A026433
DB13609,A026434
DB13609,A026435
DB13609,A026436
DB13609,A026437
DB13609,A026438
DB13609,D000072471
DB13609,A026439
DB13609,A026440
DB13609,A026441
DB13610,D000700
DB13610,A026442
DB13610,A026443
DB13610,D000072473
DB13610,D042341
DB13610,D012739
DB13610,D006728
DB13610,D006730
DB13610,A026444
DB13610,D009420
DB13610,D011278
DB13610,D011282
DB13610,D011283
DB13610,D011374
DB13610,D045167
DB13610,D013256
DB13611,A026445
DB13611,A026446
DB13611,D003879
DB13611,D000072471
DB13611,A026447
DB13612,A026448
DB13612,A026449
DB13612,D000577
DB13612,D000700
DB13612,D018712
DB13612,D000893
DB13612,D000894
DB13612,D018501
DB13612,D001555
DB13612,A026450
DB13612,D062385
DB13612,A026451
DB13612,D009420
DB13612,A026452
DB13612,D018373
DB13612,D010636
DB13612,A026453
DB13612,D012459
DB13612,A026454
DB13612,D018689
DB13613,A026455
DB13613,A026456
DB13613,D003879
DB13613,D013457
DB13614,A026457
DB13614,A026458
DB13615,D000276
DB13615,D000602
DB13615,D000606
DB13615,A026459
DB13615,A026460
DB13615,D002241
DB13615,D005994
DB13615,D020404
DB13615,D006020
DB13615,D007155
DB13615,D007167
DB13615,D008055
DB13615,D008563
DB13615,D009112
DB13615,D010455
DB13615,D010712
DB13615,D010743
DB13615,D013400
DB13616,D000588
DB13616,D000925
DB13616,D000991
DB13616,D001385
DB13616,D001555
DB13616,D001593
DB13616,A026461
DB13616,D004791
DB13616,D006401
DB13616,D011480
DB13616,D015842
DB13617,D000577
DB13617,D004232
DB13617,D000072471
DB13617,A026462
DB13617,D013449
DB13617,D013450
DB13617,D013457
DB13618,D001578
DB13618,D016723
DB13618,D002867
DB13618,A026463
DB13618,A026464
DB13618,D005419
DB13618,D000072471
DB13618,A026465
DB13618,D011714
DB13619,A026466
DB13619,D000978
DB13619,D018680
DB13619,D018678
DB13619,D018727
DB13619,D009420
DB13619,D018377
DB13619,A026467
DB13620,A026468
DB13620,A026469
DB13620,A026470
DB13621,A026471
DB13621,D006490
DB13621,A026472
DB13622,A026473
DB13622,D018036
DB13622,A026474
DB13623,D014151
DB13623,D002492
DB13623,D009420
DB13623,A026475
DB13624,D018663
DB13624,D000322
DB13624,D000318
DB13624,A026476
DB13624,A026477
DB13624,A026478
DB13624,D000588
DB13624,D000662
DB13624,A026479
DB13624,D005021
DB13624,D018377
DB13624,A026480
DB13624,D010627
DB13624,D020230
DB13624,D013566
DB13625,A026481
DB13625,A026482
DB13625,D000438
DB13625,D000588
DB13625,D000605
DB13625,A026483
DB13625,A026484
DB13626,A026485
DB13626,D000468
DB13626,D017607
DB13626,A026486
DB13626,D000596
DB13626,D000602
DB13626,D000838
DB13626,D000863
DB13626,A026487
DB13626,D004573
DB13626,A026488
DB13626,D006878
DB13626,D007477
DB13626,D002412
DB13626,A026489
DB13627,D042462
DB13627,D000900
DB13627,D000890
DB13627,D000892
DB13627,A026490
DB13627,A026491
DB13627,D000970
DB13627,D004791
DB13627,D024841
DB13627,D000072471
DB13627,A026492
DB13627,A026493
DB13627,D011804
DB13627,D015363
DB13627,D059005
DB13627,D059003
DB13628,D000146
DB13628,A026494
DB13628,A026495
DB13628,D001555
DB13628,D001565
DB13628,D007111
DB13628,D003879
DB13628,D006880
DB13628,D062385
DB13628,A026496
DB13628,D010636
DB13628,A026497
DB13629,A026498
DB13629,A026499
DB13629,D000700
DB13629,D018712
DB13629,D000893
DB13629,D000894
DB13629,A026500
DB13629,A026501
DB13629,A026502
DB13629,D018501
DB13629,A026503
DB13629,A026504
DB13629,A026505
DB13629,D018373
DB13629,D011720
DB13629,D047069
DB13629,D018689
DB13629,A026506
DB13630,A026507
DB13631,A026508
DB13631,D000959
DB13631,D046948
DB13632,A026509
DB13632,A026510
DB13633,A026511
DB13633,D000475
DB13633,D000900
DB13633,D000890
DB13633,D000935
DB13633,A026512
DB13633,A026513
DB13633,A026514
DB13633,D000977
DB13633,D000981
DB13633,D003879
DB13633,A026515
DB13633,A026516
DB13633,D000089162
DB13633,A026517
DB13633,D006839
DB13633,D007783
DB13633,D018942
DB13633,D011090
DB13633,A026518
DB13633,D064804
DB13633,A026519
DB13634,D000470
DB13634,A026520
DB13634,A026521
DB13634,D000072471
DB13634,A026522
DB13634,A026523
DB13634,D011687
DB13634,D011688
DB13634,D013806
DB13635,D000889
DB13635,A026524
DB13635,D002317
DB13635,D002491
DB13635,D000072471
DB13636,A026525
DB13636,D000978
DB13636,D018680
DB13636,A026526
DB13636,D018727
DB13636,D009420
DB13637,D000588
DB13637,A026527
DB13637,A026528
DB13637,D003959
DB13637,A026529
DB13637,D011073
DB13637,D014665
DB13637,A026530
DB13638,D000577
DB13638,D000900
DB13638,A026531
DB13638,A026532
DB13638,D047090
DB13638,D002511
DB13638,D000072471
DB13638,D007769
DB13638,A026533
DB13638,A026534
DB13638,D013457
DB13638,D013843
DB13639,A026535
DB13639,A026536
DB13639,A026537
DB13639,A026538
DB13640,A026539
DB13640,A026540
DB13640,A026541
DB13640,D053978
DB13640,D013729
DB13640,D014315
DB13641,D000890
DB13641,A026542
DB13641,D000998
DB13641,A026543
DB13641,A026544
DB13641,D000072471
DB13641,D007211
DB13641,D012663
DB13641,D012664
DB13641,D013457
DB13641,D013882
DB13642,D002492
DB13642,A026545
DB13642,D009125
DB13642,A026546
DB13643,D014151
DB13643,D001552
DB13643,A026547
DB13643,D001569
DB13643,D002491
DB13643,D002492
DB13643,D000072471
DB13643,D006993
DB13643,D009420
DB13643,A026548
DB13643,D011619
DB13643,D014149
DB13644,D013956
DB13644,D006727
DB13644,D006730
DB13644,D011743
DB13644,D011744
DB13644,A026549
DB13644,D013889
DB13644,A026550
DB13644,D013972
DB13645,D000889
DB13645,A026551
DB13645,A026552
DB13645,A026553
DB13645,D002317
DB13645,D002491
DB13645,D000072471
DB13645,D013457
DB13646,A026554
DB13646,D000602
DB13646,D000925
DB13646,A026555
DB13646,D001798
DB13646,D002317
DB13646,D010450
DB13646,D004792
DB13646,D004798
DB13646,D045762
DB13646,D050299
DB13646,D005343
DB13646,D006401
DB13646,D006867
DB13646,D010447
DB13646,D010960
DB13646,D011506
DB13646,D012697
DB13646,D057057
DB13647,D000477
DB13647,D000577
DB13647,D000970
DB13647,D018906
DB13647,A026556
DB13647,D009603
DB13647,D009607
DB13647,A026557
DB13647,D009676
DB13647,D004786
DB13648,D000759
DB13648,D000470
DB13648,D000588
DB13648,D018680
DB13648,D044182
DB13648,D002491
DB13648,D002492
DB13648,D018678
DB13648,A026558
DB13648,D000072471
DB13648,D007546
DB13648,A026559
DB13648,A026560
DB13648,A026561
DB13648,D009465
DB13648,D009466
DB13648,D003473
DB13648,D018377
DB13648,D018733
DB13648,D009861
DB13648,D018373
DB13648,D000644
DB13648,D044005
DB13648,D014117
DB13649,A026562
DB13649,A026563
DB13649,D000700
DB13649,D018712
DB13649,D000893
DB13649,D000894
DB13649,A026564
DB13649,A026565
DB13649,D018501
DB13649,D002491
DB13649,D016861
DB13649,D004791
DB13649,D000072471
DB13649,A026566
DB13649,A026567
DB13649,D018373
DB13649,D018689
DB13650,D000438
DB13650,A026568
DB13650,D000468
DB13650,D017607
DB13650,A026569
DB13650,D000838
DB13650,D000863
DB13650,A026570
DB13650,D004573
DB13650,A026571
DB13650,D006018
DB13650,D006878
DB13650,D007477
DB13650,D002412
DB13650,A026572
DB13650,D011409
DB13651,D000470
DB13651,D000889
DB13651,A026573
DB13651,A026574
DB13651,A026575
DB13651,D002317
DB13651,D000072471
DB13651,D026121
DB13651,D007211
DB13651,D054836
DB13651,D007212
DB13651,A026576
DB13651,A026577
DB13651,D046948
DB13652,D000889
DB13652,A026578
DB13652,A026579
DB13652,D002317
DB13652,A026580
DB13652,D009281
DB13652,A026581
DB13653,D000081
DB13653,D000577
DB13653,D000889
DB13653,A026582
DB13653,A026583
DB13653,D001555
DB13653,A026584
DB13653,D002317
DB13653,A026585
DB13653,A026586
DB13654,A026587
DB13654,D017607
DB13654,D000538
DB13654,A026588
DB13654,D000931
DB13654,D020313
DB13654,A026589
DB13654,D002412
DB13654,A026590
DB13654,D008903
DB13654,D010087
DB13654,D017601
DB13654,D020011
DB13654,D017640
DB13654,D017655
DB13655,D002491
DB13655,D000697
DB13655,D003292
DB13655,D009539
DB13655,D011725
DB13655,D019141
DB13655,D014803
DB13655,D014815
DB13656,A026591
DB13656,A026592
DB13656,D003516
DB13656,D003879
DB13656,A026593
DB13657,D000146
DB13657,A026594
DB13657,A026595
DB13657,D000577
DB13657,D000588
DB13657,D000700
DB13657,D018712
DB13657,D000813
DB13657,D000814
DB13657,D000893
DB13657,D000894
DB13657,D018501
DB13657,D001555
DB13657,D001565
DB13657,D006880
DB13657,D062385
DB13657,A026596
DB13657,D009420
DB13657,A026597
DB13657,D018373
DB13657,D010636
DB13657,A026598
DB13657,D018689
DB13658,A026599
DB13658,A026600
DB13658,A026601
DB13658,A026602
DB13659,A026603
DB13659,D000981
DB13660,D000577
DB13660,D000900
DB13660,D000890
DB13660,A026604
DB13660,A026605
DB13660,A026606
DB13660,A026607
DB13660,D047090
DB13660,D000072471
DB13660,D007769
DB13660,D010406
DB13660,D013457
DB13661,D000563
DB13661,D000871
DB13661,D000890
DB13661,D000977
DB13661,A026608
DB13661,D000980
DB13661,D000981
DB13661,A026609
DB13661,D007093
DB13661,D012556
DB13661,D013457
DB13661,D013844
DB13662,D000144
DB13662,D002492
DB13662,D006993
DB13662,D009420
DB13662,A026610
DB13663,D004232
DB13663,A026611
DB13663,D013449
DB13664,D000305
DB13664,D000893
DB13664,D000072473
DB13664,D007166
DB13664,A026612
DB13664,A026613
DB13664,D013256
DB13665,D014150
DB13665,A026614
DB13665,D002491
DB13665,D002492
DB13665,D006993
DB13665,D007659
DB13665,D009420
DB13665,A026615
DB13665,A026616
DB13665,D011619
DB13665,D014149
DB13666,A026617
DB13666,A026618
DB13666,D018680
DB13666,A026619
DB13666,D018727
DB13666,D010078
DB13666,A026620
DB13667,D000577
DB13667,D000900
DB13667,A026621
DB13667,A026622
DB13667,D047090
DB13667,D002511
DB13667,A026623
DB13667,D000072471
DB13667,D007769
DB13667,A026624
DB13667,D013457
DB13667,D013843
DB13668,A026625
DB13668,D002800
DB13668,D000072471
DB13668,D009420
DB13668,A026626
DB13668,D011804
DB13669,D000700
DB13669,D009420
DB13669,D010078
DB13669,A026627
DB13670,D000871
DB13670,D000890
DB13670,D000969
DB13670,D000977
DB13670,A026628
DB13670,D011743
DB13670,D013457
DB13670,A026629
DB13670,D013876
DB13671,A026630
DB13671,A026631
DB13671,D003879
DB13672,A026632
DB13672,A026633
DB13672,A026634
DB13673,A026635
DB13673,D000617
DB13673,D000900
DB13673,D000890
DB13673,A026636
DB13673,A026637
DB13673,D002241
DB13673,A026638
DB13673,A026639
DB13673,D006027
DB13673,A026640
DB13673,A026641
DB13674,D000276
DB13674,A026642
DB13674,D000072471
DB13674,D007155
DB13674,D007369
DB13675,A026643
DB13675,D000577
DB13675,D007004
DB13675,A026644
DB13675,A026645
DB13675,A026646
DB13675,A026647
DB13675,A026648
DB13675,D013450
DB13675,D013453
DB13675,D013457
DB13676,D014150
DB13676,D002492
DB13676,D000072471
DB13676,D009420
DB13676,A026649
DB13676,A026650
DB13677,D000477
DB13677,D000970
DB13677,D018906
DB13677,A026651
DB13677,D001388
DB13677,D001389
DB13677,D016227
DB13677,A026652
DB13677,D009676
DB13677,D011809
DB13677,D004786
DB13678,A026653
DB13678,A026654
DB13678,D018680
DB13678,A026655
DB13678,D018727
DB13678,A026656
DB13679,A026657
DB13679,A026658
DB13679,D065690
DB13679,A026659
DB13679,A026660
DB13679,D065607
DB13679,A026661
DB13679,D018494
DB13679,D006633
DB13679,D006634
DB13679,A026662
DB13679,D018377
DB13679,D011725
DB13679,A026663
DB13679,D013237
DB13679,A026664
DB13680,A026665
DB13680,D003029
DB13680,D006401
DB13680,D006490
DB13680,D009281
DB13680,D011809
DB13680,A026666
DB13681,D002317
DB13681,D010080
DB13681,A026667
DB13681,D014665
DB13682,D000577
DB13682,D000900
DB13682,D000890
DB13682,A026668
DB13682,A026669
DB13682,D047090
DB13682,D002511
DB13682,A026670
DB13682,D000072471
DB13682,D007769
DB13682,A026671
DB13682,D013457
DB13682,D013843
DB13683,D000777
DB13683,A026672
DB13683,D000779
DB13683,A026673
DB13683,D002491
DB13683,D002492
DB13683,D003879
DB13683,D000072471
DB13683,D018373
DB13683,D018689
DB13684,D000890
DB13684,D000935
DB13684,A026674
DB13684,A026675
DB13684,A026676
DB13684,D003879
DB13684,A026677
DB13684,A026678
DB13684,A026679
DB13684,A026680
DB13685,D000305
DB13685,A026681
DB13685,D003271
DB13685,D003276
DB13685,D003281
DB13685,A026682
DB13685,A026683
DB13685,A026684
DB13685,D000072473
DB13685,A026685
DB13685,D003270
DB13685,D009650
DB13685,D009654
DB13685,A026686
DB13685,D011372
DB13685,A026687
DB13685,D013256
DB13686,D000900
DB13686,A026688
DB13686,A026689
DB13686,A026690
DB13686,A026691
DB13686,D047090
DB13686,D010406
DB13687,D002492
DB13687,D006993
DB13687,D009420
DB13687,D009539
DB13687,A026692
DB13687,D011725
DB13688,A026693
DB13688,D009706
DB13688,D009711
DB13688,D011119
DB13689,D000893
DB13689,A026694
DB13689,A026695
DB13689,D002776
DB13689,D002782
DB13689,D003879
DB13689,D000072473
DB13689,D008055
DB13689,D008563
DB13689,D009824
DB13689,D012632
DB13689,D013256
DB13689,D013261
DB13689,D004100
DB13689,D014815
DB13689,A026696
DB13690,D000475
DB13690,D000777
DB13690,D018681
DB13690,D002491
DB13690,D002492
DB13690,D004987
DB13690,D006839
DB13690,D009420
DB13691,D000889
DB13691,D002241
DB13691,D002297
DB13691,D002298
DB13691,D002301
DB13691,A026697
DB13691,D002316
DB13691,D002317
DB13691,D020313
DB13691,D004071
DB13691,D004077
DB13691,D004791
DB13691,D000072473
DB13691,D006027
DB13691,A026698
DB13691,D020011
DB13691,A026699
DB13691,D013256
DB13692,D018663
DB13692,D000322
DB13692,D000318
DB13692,A026700
DB13692,A026701
DB13692,A026702
DB13692,A026703
DB13692,D018927
DB13692,D001337
DB13692,D044182
DB13692,D001993
DB13692,A026704
DB13692,D000072471
DB13692,D007546
DB13692,D018377
DB13692,D018373
DB13692,D019141
DB13692,A026705
DB13692,D013566
DB13693,D000577
DB13693,D000900
DB13693,D000890
DB13693,A026706
DB13693,A026707
DB13693,A026708
DB13693,D047090
DB13693,D000072471
DB13693,D007769
DB13693,D010400
DB13693,D010406
DB13693,A026709
DB13693,D013457
DB13694,D018678
DB13694,D002800
DB13694,D004791
DB13694,D009420
DB13694,D018377
DB13694,D010277
DB13694,D011725
DB13695,A026710
DB13695,A026711
DB13695,D000588
DB13695,D064751
DB13695,D018680
DB13695,A026712
DB13695,D018727
DB13695,D017672
DB13695,D009861
DB13695,A026713
DB13696,A026714
DB13696,A026715
DB13696,D003879
DB13697,D000578
DB13697,D000891
DB13697,D006146
DB13697,A026716
DB13698,A026717
DB13698,A026718
DB13698,A026719
DB13698,A026720
DB13699,D000577
DB13699,D000588
DB13699,D000814
DB13699,A026721
DB13699,A026722
DB13699,A026723
DB13699,D013449
DB13699,A026724
DB13699,D013450
DB13699,D013457
DB13700,D000602
DB13700,D000931
DB13700,D003029
DB13700,D006401
DB13700,D006494
DB13700,A026725
DB13700,A026726
DB13700,D009687
DB13700,D009698
DB13700,D011506
DB13700,A026727
DB13701,D000146
DB13701,D001555
DB13701,D001565
DB13701,D003287
DB13701,D007463
DB13701,D014283
DB13701,A026728
DB13701,A026729
DB13702,A026730
DB13702,A026731
DB13702,A026732
DB13703,A026733
DB13703,A026734
DB13703,A026735
DB13703,D000588
DB13703,D000662
DB13703,A026736
DB13703,A026737
DB13703,D005021
DB13703,D010627
DB13703,D020230
DB13703,D013566
DB13704,D000602
DB13704,D000900
DB13704,D000890
DB13704,A026738
DB13704,A026739
DB13704,A026740
DB13704,D010455
DB13704,D010456
DB13704,D025361
DB13705,D000588
DB13705,D000900
DB13705,D000890
DB13705,D000891
DB13705,A026741
DB13705,D008725
DB13705,D003879
DB13705,D009861
DB13705,D000644
DB13706,A026742
DB13706,D004396
DB13706,D020313
DB13706,D003879
DB13706,D005452
DB13706,D005456
DB13706,D000072471
DB13706,D007202
DB13706,D019995
DB13706,D049408
DB13706,D013141
DB13706,D014966
DB13707,D000144
DB13707,A026743
DB13707,D002241
DB13707,D003998
DB13707,A026744
DB13707,D006880
DB13707,D054368
DB13707,A026745
DB13707,D013400
DB13708,D004232
DB13708,D000072471
DB13708,A026746
DB13708,D045283
DB13708,D013449
DB13709,A026747
DB13709,A026748
DB13709,D011725
DB13710,A026749
DB13710,D045930
DB13710,A026750
DB13710,D045165
DB13710,A026751
DB13710,D000731
DB13710,D000736
DB13710,D000737
DB13710,D000072473
DB13710,D006728
DB13710,D006730
DB13710,D013256
DB13711,A026752
DB13711,D002756
DB13711,D000072471
DB13711,D018494
DB13711,D006633
DB13711,D018377
DB13712,D000838
DB13712,A026753
DB13712,A026754
DB13712,A026755
DB13712,D004573
DB13712,D006862
DB13712,D007477
DB13712,D013440
DB13712,D013457
DB13712,A026756
DB13713,A026757
DB13713,D001555
DB13713,D018494
DB13713,D006633
DB13713,D018377
DB13714,A026758
DB13714,A026759
DB13714,D000081008
DB13714,D001952
DB13714,D039821
DB13714,D009636
DB13714,D013729
DB13715,D001381
DB13715,A026760
DB13715,D002317
