drug,category
DB01412,A012983
DB01412,A012984
DB01412,A012985
DB01412,D004232
DB01412,A012986
DB01412,D000072471
DB01412,A012987
DB01412,D018373
DB01412,D011687
DB01412,D011688
DB01412,D019141
DB01412,D014665
DB01412,D013806
DB01413,D000577
DB01413,D000900
DB01413,D000890
DB01413,A012988
DB01413,A012989
DB01413,D047090
DB01413,D002511
DB01413,A012990
DB01413,D000072471
DB01413,D007769
DB01413,A012991
DB01413,A012992
DB01413,D013457
DB01413,D013843
DB01414,D000577
DB01414,D000900
DB01414,D000890
DB01414,A012993
DB01414,A012994
DB01414,D047090
DB01414,D002511
DB01414,A012995
DB01414,D000072471
DB01414,D007769
DB01414,A012996
DB01414,A012997
DB01414,A012998
DB01414,A012999
DB01414,A013000
DB01414,D013457
DB01414,D013843
DB01415,D000577
DB01415,D000900
DB01415,D000890
DB01415,A013001
DB01415,A013002
DB01415,D047090
DB01415,D002511
DB01415,A013003
DB01415,D000072471
DB01415,D007769
DB01415,A013004
DB01415,A013005
DB01415,A013006
DB01415,A013007
DB01415,D013457
DB01415,D013843
DB01415,A013008
DB01416,D000577
DB01416,D000900
DB01416,D000890
DB01416,A013009
DB01416,A013010
DB01416,D047090
DB01416,D002505
DB01416,D002511
DB01416,D000072471
DB01416,D007769
DB01416,A013011
DB01416,D011355
DB01416,D013457
DB01416,D013843
DB01416,A013012
DB01418,D015110
DB01418,D000925
DB01418,D001578
DB01418,A013013
DB01418,D003374
DB01418,A013014
DB01418,A013015
DB01418,A013016
DB01418,A013017
DB01418,A013018
DB01418,A013019
DB01418,A013020
DB01418,A013021
DB01418,A013022
DB01418,A013023
DB01418,D006401
DB01418,D000072471
DB01418,A013024
DB01418,A013025
DB01418,A013026
DB01418,D011714
DB01418,A013027
DB01419,A013028
DB01419,A013029
DB01419,D000893
DB01419,D000894
DB01419,A013030
DB01419,A013031
DB01419,A013032
DB01420,D000728
DB01420,D000731
DB01420,D000736
DB01420,D000737
DB01420,D065098
DB01420,A013033
DB01420,A013034
DB01420,A013035
DB01420,A013036
DB01420,D000072473
DB01420,D042341
DB01420,D012739
DB01420,D006728
DB01420,D006730
DB01420,A013037
DB01420,D013256
DB01420,A013038
DB01420,D045165
DB01420,A013039
DB01420,A013040
DB01421,A013041
DB01421,A013042
DB01421,D000563
DB01421,D000617
DB01421,D000900
DB01421,D000890
DB01421,A013043
DB01421,D000977
DB01421,D000981
DB01421,D002241
DB01421,D006027
DB01421,A013044
DB01421,A013045
DB01422,D000890
DB01422,D000892
DB01422,A013046
DB01422,D000935
DB01422,A013047
DB01422,D000072471
DB01422,D009574
DB01422,D011804
DB01423,D000596
DB01423,D000602
DB01423,D000838
DB01423,D000890
DB01423,A013048
DB01423,D004573
DB01423,D005100
DB01423,D006862
DB01423,D007155
DB01423,D007166
DB01423,D007477
DB01423,D019141
DB01423,D013457
DB01424,A013049
DB01424,A013050
DB01424,D000700
DB01424,D000893
DB01424,D000894
DB01424,A013051
DB01424,A013052
DB01424,D065689
DB01424,A013053
DB01424,A013054
DB01424,A013055
DB01424,A013056
DB01424,A013057
DB01424,A013058
DB01424,D065607
DB01424,A013059
DB01424,A013060
DB01424,D009420
DB01424,A013061
DB01424,A013062
DB01424,D011720
DB01424,D047069
DB01425,A013063
DB01425,D000932
DB01425,D001337
DB01425,D002491
DB01425,D018492
DB01425,D065127
DB01425,A013064
DB01425,D005765
DB01425,D018373
DB01425,A013065
DB01426,A013066
DB01426,D000470
DB01426,D000889
DB01426,A013067
DB01426,A013068
DB01426,A013069
DB01426,A013070
DB01426,D002317
DB01426,D000072471
DB01426,D026121
DB01426,D007211
DB01426,D054836
DB01426,D007212
DB01426,D049990
DB01426,A013071
DB01426,A013072
DB01426,D046948
DB01426,D026941
DB01426,D061567
DB01427,D000588
DB01427,D000631
DB01427,D000077264
DB01427,A013073
DB01427,A013074
DB01427,D002316
DB01427,D002317
DB01427,D020313
DB01427,A013075
DB01427,D004791
DB01427,D049990
DB01427,D058987
DB01427,D010726
DB01427,D020011
DB01427,D011725
DB01427,D000079424
DB01427,D014665
DB01428,D001555
DB01428,D020313
DB01428,D003358
DB01428,D003879
DB01428,A013076
DB01428,D007659
DB01428,D020011
DB01428,D011837
DB01428,D013473
DB01429,D000889
DB01429,A013077
DB01429,A013078
DB01429,A013079
DB01429,D002317
DB01429,A013080
DB01429,A013081
DB01429,D007189
DB01429,D007192
DB01429,D049990
DB01429,D026941
DB01429,D061567
DB01430,D000470
DB01430,D002491
DB01430,D020313
DB01430,D000072471
DB01430,D026121
DB01430,D007211
DB01430,D054836
DB01430,D007212
DB01430,D018696
DB01430,D004364
DB01430,D010879
DB01430,D020011
DB01430,D019141
DB01430,D046948
DB01430,D014227
DB01431,D000305
DB01431,A013082
DB01431,A013083
DB01431,A013084
DB01431,A013085
DB01431,A013086
DB01431,D004962
DB01431,A013087
DB01431,D004963
DB01431,D000072473
DB01431,A013088
DB01431,D006728
DB01431,D006730
DB01431,D011372
DB01431,A013089
DB01431,D013256
DB01432,D000837
DB01432,D000924
DB01432,A013090
DB01432,A013091
DB01432,D020313
DB01432,D000960
DB01432,A013092
DB01432,D007475
DB01432,D019995
DB01432,A013093
DB01432,A013094
DB01432,D057847
DB01432,D046911
DB01432,A013095
DB01432,D010969
DB01432,D011108
DB01432,D011137
DB01433,D000700
DB01433,D002491
DB01433,D002492
DB01433,D007659
DB01433,D009294
DB01433,D000701
DB01433,D018373
DB01433,D018689
DB01433,D020230
DB01434,D015068
DB01434,D000305
DB01434,D000731
DB01434,D000736
DB01434,D000072473
DB01434,D042341
DB01434,D012739
DB01434,D006728
DB01434,D006730
DB01434,D007664
DB01434,D013256
DB01434,D045165
DB01435,A013096
DB01435,A013097
DB01435,D000700
DB01435,A013098
DB01435,D018712
DB01435,D000893
DB01435,D000894
DB01435,A013099
DB01435,A013100
DB01435,A013101
DB01435,A013102
DB01435,A013103
DB01435,D065689
DB01435,A013104
DB01435,A013105
DB01435,A013106
DB01435,A013107
DB01435,A013108
DB01435,A013109
DB01435,A013110
DB01435,D065607
DB01435,A013111
DB01435,A013112
DB01435,A013113
DB01435,D009420
DB01435,A013114
DB01435,A013115
DB01435,A013116
DB01435,D018373
DB01435,D011720
DB01435,D047069
DB01435,A013117
DB01435,D018689
DB01436,A013118
DB01436,D050071
DB01436,D002776
DB01436,D002782
DB01436,A013119
DB01436,A013120
DB01436,D000072473
DB01436,D008055
DB01436,D008563
DB01436,A013121
DB01436,D012632
DB01436,D013256
DB01436,D013261
DB01436,D004100
DB01436,D014815
DB01436,A013122
DB01437,D002491
DB01437,D002492
DB01437,D006993
DB01437,D009420
DB01437,A013123
DB01437,D010880
DB01437,D010881
DB01437,A013124
DB01438,D000588
DB01438,D000631
DB01438,A013125
DB01438,A013126
DB01438,A013127
DB01438,A013128
DB01438,A013129
DB01438,D011725
DB01438,A013130
DB01440,D000144
DB01440,D000759
DB01440,D000777
DB01440,D018681
DB01440,D018686
DB01440,D002087
DB01440,D002491
DB01440,D002492
DB01440,A013131
DB01440,A013132
DB01440,D005227
DB01440,D005232
DB01440,D006880
DB01440,D006885
DB01440,D008055
DB01441,D000470
DB01441,D000588
DB01441,D001679
DB01441,D015306
DB01441,D000072471
DB01441,D007211
DB01441,D009019
DB01441,D009022
DB01441,D053610
DB01441,D010616
DB01441,D014363
DB01442,A013133
DB01442,A013134
DB01442,D000588
DB01442,D000662
DB01442,D000928
DB01442,D002492
DB01442,D005021
DB01442,A013135
DB01442,D010627
DB01442,D020230
DB01442,D058826
DB01442,D018490
DB01442,D017366
DB01442,D013566
DB01445,D000664
DB01445,D000928
DB01445,D001685
DB01445,D002491
DB01445,D002492
DB01445,D045424
DB01445,D006213
DB01445,D000072471
DB01445,D007211
DB01445,A013136
DB01445,D004130
DB01445,D018377
DB01445,D011619
DB01445,D018490
DB01445,D012702
DB01445,D014118
DB01445,D014363
DB01445,D014688
DB01446,D000588
DB01446,D001679
DB01446,D015306
DB01446,D000072471
DB01446,D007211
DB01446,A013137
DB01447,D002491
DB01447,D000697
DB01447,D013287
DB01450,D000470
DB01450,D000700
DB01450,D002491
DB01450,D002492
DB01450,D000072471
DB01450,D009019
DB01450,D009294
DB01450,D053610
DB01450,D000701
DB01450,D018373
DB01450,D010616
DB01450,D018689
DB01450,D020230
DB01452,D000470
DB01452,D000700
DB01452,D002491
DB01452,D002492
DB01452,A013138
DB01452,A013139
DB01452,A013140
DB01452,D000072471
DB01452,D009019
DB01452,D009022
DB01452,D009294
DB01452,D009420
DB01452,A013141
DB01452,D053610
DB01452,D000701
DB01452,D018373
DB01452,D010616
DB01452,D018689
DB01452,A013142
DB01453,D010880
DB01454,D018663
DB01454,D018759
DB01454,A013143
DB01454,A013144
DB01454,D000588
DB01454,D000662
DB01454,D000928
DB01454,D002491
DB01454,D002492
DB01454,A013145
DB01454,A013146
DB01454,D005021
DB01454,D006213
DB01454,D049990
DB01454,D018377
DB01454,D014179
DB01454,D010627
DB01454,D011619
DB01454,D020230
DB01454,D058826
DB01454,D018490
DB01454,D017366
DB01454,D013566
DB01456,D015068
DB01456,D000305
DB01456,D000731
DB01456,D000736
DB01456,A013147
DB01456,A013148
DB01456,A013149
DB01456,D000072473
DB01456,D042341
DB01456,D012739
DB01456,D006728
DB01456,D006730
DB01456,D007664
DB01456,D013256
DB01456,D045165
DB01459,D000700
DB01459,D002491
DB01459,A013150
DB01459,D000072471
DB01459,D009420
DB01459,D000701
DB01459,D018373
DB01459,D018689
DB01459,D020230
DB01460,D000146
DB01460,D016573
DB01460,D000577
DB01460,D000588
DB01460,D001555
DB01460,D001565
DB01460,D001679
DB01460,D015306
DB01460,D020313
DB01460,D000072471
DB01460,D007211
DB01460,D007302
DB01460,D010575
DB01460,D020011
DB01460,D004786
DB01461,D000146
DB01461,D004158
DB01461,D006880
DB01461,D010648
DB01462,D000072471
DB01463,D001952
DB01463,D002491
DB01463,D002492
DB01463,D000697
DB01463,A013151
DB01463,D009420
DB01463,A013152
DB01463,A013153
DB01463,D011619
DB01463,D014149
DB01465,D000588
DB01465,D005021
DB01465,D010627
DB01466,D000470
DB01466,D000700
DB01466,D000996
DB01466,D002491
DB01466,D002492
DB01466,A013154
DB01466,A013155
DB01466,A013156
DB01466,A013157
DB01466,A013158
DB01466,A013159
DB01466,D000072471
DB01466,D009019
DB01466,D009022
DB01466,D009294
DB01466,A013160
DB01466,D053610
DB01466,D000701
DB01466,A013161
DB01466,D018373
DB01466,D010616
DB01466,D019141
DB01466,A013162
DB01466,D018689
DB01466,D020230
DB01467,A013163
DB01467,A013164
DB01467,D000588
DB01467,D000662
DB01467,D005021
DB01467,D010627
DB01467,D020230
DB01467,D013566
DB01471,D045930
DB01471,D000731
DB01471,D000736
DB01471,D000737
DB01471,D000072473
DB01471,D042341
DB01471,D012739
DB01471,D006728
DB01471,D006730
DB01471,D013256
DB01471,D045165
DB01472,D000322
DB01472,D058646
DB01472,D000316
DB01472,A013165
DB01472,A013166
DB01472,D000588
DB01472,D002491
DB01472,D002492
DB01472,A013167
DB01472,A013168
DB01472,D005021
DB01472,D006213
DB01472,A013169
DB01472,D010627
DB01472,D011619
DB01476,D001552
DB01476,D000072471
DB01478,D007540
DB01478,D010880
DB01480,D000470
DB01480,D000072471
DB01480,D053610
DB01480,D010616
DB01481,D000731
DB01481,D000736
DB01481,D000737
DB01481,D000072473
DB01481,D042341
DB01481,D012739
DB01481,D006728
DB01481,D006730
DB01481,D013256
DB01481,A013170
DB01481,D045165
DB01482,D000470
DB01482,D000588
DB01482,D002491
DB01482,D000697
DB01482,A013171
DB01482,A013172
DB01482,A013173
DB01482,D005021
DB01482,D000072471
DB01482,D009420
DB01482,D010627
DB01482,A013174
DB01482,A013175
DB01482,D011687
DB01482,D011688
DB01482,D013806
DB01483,D018680
DB01483,D000927
DB01483,D001463
DB01483,A013176
DB01483,D002491
DB01483,D002492
DB01483,D065697
DB01483,A013177
DB01483,A013178
DB01483,D065701
DB01483,A013179
DB01483,D065693
DB01483,A013180
DB01483,D018682
DB01483,D018757
DB01483,D006993
DB01483,D009420
DB01483,D018377
DB01483,D018733
DB01483,A013181
DB01483,D011743
DB01483,D011744
DB01484,A013182
DB01484,A013183
DB01484,D000588
DB01484,D000662
DB01484,D000928
DB01484,D002491
DB01484,D002492
DB01484,D005021
DB01484,D006213
DB01484,D018377
DB01484,D010627
DB01484,D011619
DB01484,D020230
DB01484,D018490
DB01484,D017366
DB01484,D013566
DB01485,D000731
DB01485,D000736
DB01485,D000737
DB01485,D000072473
DB01485,D013256
DB01485,A013184
DB01485,D045165
DB01486,D000438
DB01486,A013185
DB01486,D000588
DB01486,D000605
DB01486,D019440
DB01486,A013186
DB01486,D001067
DB01486,A013187
DB01486,D011412
DB01486,D020005
DB01487,D000146
DB01487,D000588
DB01487,D062365
DB01487,D064751
DB01487,D001555
DB01487,D001565
DB01487,D017672
DB01487,D009861
DB01487,D062366
DB01487,D004364
DB01488,D000588
DB01488,D000928
DB01488,D001679
DB01488,D015306
DB01488,D002491
DB01488,D002492
DB01488,D006213
DB01488,D000072471
DB01488,D007211
DB01488,D018377
DB01488,D011619
DB01488,D020230
DB01488,D018490
DB01488,D017366
DB01488,D012702
DB01488,D014363
DB01489,D014151
DB01489,D001552
DB01489,D001569
DB01489,D001570
DB01489,D002492
DB01489,D000072471
DB01489,D009420
DB01489,A013188
DB01490,D010080
DB01491,D007659
DB01493,A013189
DB01493,D045930
DB01493,A013190
DB01493,D045165
DB01493,A013191
DB01493,D000072473
DB01493,D006728
DB01493,D006730
DB01493,D009650
DB01493,D009652
DB01493,D009654
DB01493,D013256
DB01495,D000438
DB01495,D002492
DB01495,D005026
DB01495,D006018
DB01495,D006993
DB01495,D009420
DB01495,A013192
DB01495,D011720
DB01495,D047069
DB01496,D018680
DB01496,D018733
DB01497,D000470
DB01497,D000700
DB01497,D002491
DB01497,D002492
DB01497,D000072471
DB01497,D009019
DB01497,D009294
DB01497,D053610
DB01497,D000701
DB01497,D018373
DB01497,D010616
DB01497,D018689
DB01497,D020230
DB01501,A013193
DB01501,D000930
DB01501,A013194
DB01501,A013195
DB01501,D002492
DB01501,D007540
DB01501,D010880
DB01506,D000588
DB01506,D003510
DB01506,D003516
DB01509,D018663
DB01509,D018759
DB01509,A013196
DB01509,A013197
DB01509,D000588
DB01509,D000662
DB01509,D000928
DB01509,D002491
DB01509,D002492
DB01509,D005021
DB01509,D006213
DB01509,D049990
DB01509,D018377
DB01509,D014179
DB01509,D010627
DB01509,D011619
DB01509,D020230
DB01509,D018490
DB01509,A013198
DB01509,D013566
DB01510,A013199
DB01511,D000927
DB01511,D001552
DB01511,D001569
DB01511,D001570
DB01511,D002491
DB01511,D002492
DB01511,D000072471
DB01514,D000731
DB01514,D000072473
DB01514,D013256
DB01515,D000470
DB01515,D001372
DB01515,D053961
DB01515,D014326
DB01520,D002491
DB01520,D020313
DB01520,D013287
DB01520,D018696
DB01520,A013200
DB01520,D010880
DB01520,D020011
DB01521,D000731
DB01521,D000736
DB01521,D000737
DB01521,D000072473
DB01521,D042341
DB01521,D012739
DB01521,D006728
DB01521,D006730
DB01521,D013256
DB01521,D045165
DB01524,D045930
DB01524,D000731
DB01524,D000734
DB01524,D000736
DB01524,D000737
DB01524,D000072473
DB01524,D042341
DB01524,D012739
DB01524,D006728
DB01524,D006730
DB01524,D013256
DB01524,D045165
DB01525,D000470
DB01525,D000700
DB01525,D001372
DB01525,D053961
DB01525,D002491
DB01525,D002492
DB01525,D009294
DB01525,D018373
DB01525,D018689
DB01525,D014326
DB01529,D000700
DB01529,D002491
DB01529,D002492
DB01529,A013201
DB01529,D009025
DB01529,D009294
DB01529,D009420
DB01529,D000701
DB01529,D010078
DB01529,D018373
DB01529,D018689
DB01529,D020230
DB01531,D000470
DB01531,D000700
DB01531,D002491
DB01531,D002492
DB01531,D000072471
DB01531,D013287
DB01531,D009019
DB01531,D009022
DB01531,D009294
DB01531,D053610
DB01531,D000701
DB01531,D018373
DB01531,D010616
DB01531,D018689
DB01533,D013457
DB01534,D000447
DB01534,D002492
DB01534,D006993
DB01534,D009420
DB01534,A013202
DB01535,D000700
DB01535,D002250
DB01535,D002491
DB01535,D002492
DB01535,A013203
DB01535,D009294
DB01535,D000701
DB01535,D018373
DB01535,A013204
DB01535,D010880
DB01535,D018689
DB01535,D020230
DB01536,D015068
DB01536,D000305
DB01536,D000731
DB01536,D000736
DB01536,A013205
DB01536,A013206
DB01536,A013207
DB01536,D000072473
DB01536,D042341
DB01536,D012739
DB01536,D006728
DB01536,D006730
DB01536,D007664
DB01536,D013256
DB01536,D045165
DB01537,D018663
DB01537,D000322
DB01537,D058646
DB01537,D000316
DB01537,D000588
DB01537,D000928
DB01537,D002492
DB01537,D005021
DB01537,D018377
DB01537,D010627
DB01537,D018490
DB01538,A013208
DB01538,A013209
DB01539,D010880
DB01541,D045930
DB01541,D000731
DB01541,D000736
DB01541,D000737
DB01541,D000072473
DB01541,D042341
DB01541,D012739
DB01541,D006728
DB01541,D006730
DB01541,D013256
DB01541,A013210
DB01541,D045165
DB01543,A013211
DB01544,D014151
DB01544,D001552
DB01544,A013212
DB01544,D001569
DB01544,D001570
DB01544,D002491
DB01544,D002492
DB01544,A013213
DB01544,A013214
DB01544,A013215
DB01544,A013216
DB01544,D065691
DB01544,A013217
DB01544,A013218
DB01544,A013219
DB01544,D065607
DB01544,A013220
DB01544,D018682
DB01544,D018757
DB01544,D000072471
DB01544,D006993
DB01544,A013221
DB01544,D009125
DB01544,D009420
DB01544,D018377
DB01544,A013222
DB01544,D011619
DB01544,D014149
DB01544,A013223
DB01544,A013224
DB01544,A013225
DB01545,D014151
DB01545,D001552
DB01545,D001569
DB01545,D002491
DB01545,D002492
DB01545,D000072471
DB01545,D009420
DB01545,A013226
DB01545,D011619
DB01545,D014149
DB01546,D000588
DB01546,D001679
DB01546,D015306
DB01546,D000072471
DB01546,D007211
DB01546,A013227
DB01547,D000470
DB01547,D000700
DB01547,D002491
DB01547,D002492
DB01547,D000072471
DB01547,D009019
DB01547,D009022
DB01547,D009294
DB01547,D053610
DB01547,D018373
DB01547,D010616
DB01547,D018689
DB01548,D000470
DB01548,D002491
DB01548,D000072471
DB01548,D009019
DB01548,D053610
DB01548,D009292
DB01548,D018373
DB01548,D010616
DB01548,D018689
DB01549,D010880
DB01550,D000588
DB01550,A013228
DB01550,D005021
DB01550,D010627
DB01550,A013229
DB01551,D000470
DB01551,D000700
DB01551,D002491
DB01551,D002492
DB01551,A013230
DB01551,A013231
DB01551,A013232
DB01551,A013233
DB01551,D000072471
DB01551,D009019
DB01551,D009022
DB01551,D009294
DB01551,A013234
DB01551,D009420
DB01551,D053610
DB01551,A013235
DB01551,D000701
DB01551,D018373
DB01551,D010616
DB01551,A013236
DB01551,D018689
DB01551,D020230
DB01553,D014151
DB01553,D001552
DB01553,D001569
DB01553,D002492
DB01553,D000072471
DB01553,D009420
DB01553,A013237
DB01554,D004962
DB01554,D004963
DB01554,D000072473
DB01554,D042341
DB01554,D012739
DB01554,D006728
DB01554,D006730
DB01554,D013256
DB01554,D045165
DB01555,D000700
DB01555,D002491
DB01555,D002492
DB01555,D007659
DB01555,D009294
DB01555,D000701
DB01555,D018373
DB01555,D018689
DB01555,D020230
DB01556,A013238
DB01556,A013239
DB01556,D000588
DB01556,D000662
DB01556,D001337
DB01556,D005021
DB01556,D018373
DB01556,D010627
DB01556,D020230
DB01556,D013566
DB01557,D015198
DB01557,D010880
DB01557,D013287
DB01558,D014151
DB01558,D001552
DB01558,A013240
DB01558,D001569
DB01558,D001570
DB01558,D002491
DB01558,D002492
DB01558,A013241
DB01558,A013242
DB01558,D065691
DB01558,A013243
DB01558,D065607
DB01558,A013244
DB01558,A013245
DB01558,D018682
DB01558,D018757
DB01558,D000072471
DB01558,D006993
DB01558,A013246
DB01558,D009125
DB01558,D009420
DB01558,D018377
DB01558,A013247
DB01558,D011619
DB01558,D014149
DB01559,D014151
DB01559,D001569
DB01559,D002492
DB01559,A013248
DB01559,A013249
DB01559,A013250
DB01559,A013251
DB01559,A013252
DB01559,A013253
DB01559,D009420
DB01559,A013254
DB01560,D002491
DB01560,D002492
DB01560,D000697
DB01560,D011619
DB01562,D065690
DB01562,A013255
DB01562,D065607
DB01563,D000438
DB01563,D002491
DB01563,D002492
DB01563,A013256
DB01563,D005026
DB01563,D006018
DB01563,D006993
DB01563,A013257
DB01563,D009420
DB01563,A013258
DB01564,D000731
DB01564,D000736
DB01564,D000737
DB01564,D000072473
DB01564,D013256
DB01564,A013259
DB01564,D045165
DB01565,D000470
DB01565,D000700
DB01565,D002491
DB01565,D002492
DB01565,D000072471
DB01565,D009019
DB01565,D009022
DB01565,D009294
DB01565,D053610
DB01565,D000701
DB01565,D018373
DB01565,D010616
DB01565,A013260
DB01565,D018689
DB01565,D020230
DB01566,D018663
DB01566,D000588
DB01566,D000662
DB01566,D005021
DB01566,D049990
DB01566,D018377
DB01566,D014179
DB01566,D010627
DB01566,D013566
DB01567,D014151
DB01567,D001552
DB01567,D001569
DB01567,D001570
DB01567,D002491
DB01567,D002492
DB01567,D000072471
DB01567,A013261
DB01567,D009125
DB01567,D009420
DB01567,D018373
DB01567,A013262
DB01567,D011619
DB01567,D014149
DB01569,D000731
DB01569,D000736
DB01569,D000737
DB01569,D000072473
DB01569,D013256
DB01569,A013263
DB01570,D000700
DB01570,D002491
DB01570,D018373
DB01570,D010880
DB01570,D018689
DB01571,D000700
DB01571,D002491
DB01571,D018373
DB01571,D010880
DB01571,D018689
DB01572,A013264
DB01574,A013265
DB01574,A013266
DB01574,D000931
DB01574,D020313
DB01574,A013267
DB01574,D020011
DB01575,A013268
DB01575,D017607
DB01575,D000538
DB01575,D000930
DB01575,A013269
DB01575,D005765
DB01575,A013270
DB01575,D002412
DB01575,A013271
DB01575,D008903
DB01575,D010087
DB01575,D017601
DB01575,D017640
DB01575,D017655
DB01576,A013272
DB01576,A013273
DB01576,D000588
DB01576,D000662
DB01576,D002491
DB01576,D000697
DB01576,A013274
DB01576,A013275
DB01576,A013276
DB01576,A013277
DB01576,D015259
DB01576,D018765
DB01576,D005021
DB01576,D049990
DB01576,D009420
DB01576,D018377
DB01576,D014179
DB01576,D010627
DB01576,A013278
DB01576,A013279
DB01576,D020230
DB01576,D013566
DB01577,D018663
DB01577,D000322
DB01577,D058647
DB01577,D000316
DB01577,D018759
DB01577,A013280
DB01577,A013281
DB01577,D000588
DB01577,A013282
DB01577,D000662
DB01577,D000928
DB01577,A013283
DB01577,D001337
DB01577,D002491
DB01577,D002492
DB01577,D000697
DB01577,A013284
DB01577,A013285
DB01577,A013286
DB01577,A013287
DB01577,D015259
DB01577,D018765
DB01577,A013288
DB01577,D005021
DB01577,A013289
DB01577,D049990
DB01577,A013290
DB01577,D009420
DB01577,D018377
DB01577,D014179
DB01577,D018373
DB01577,D010627
DB01577,A013291
DB01577,A013292
DB01577,D020230
DB01577,D013566
DB01578,D000146
DB01578,D001555
DB01578,D001565
DB01578,D002241
DB01578,D020313
DB01578,D003287
DB01578,D064907
DB01578,D006027
DB01578,D007463
DB01578,D014283
DB01578,A013293
DB01578,A013294
DB01579,D000322
DB01579,D058646
DB01579,D000316
DB01579,A013295
DB01579,A013296
DB01579,D000662
DB01579,A013297
DB01579,D002491
DB01579,D000697
DB01579,A013298
DB01579,D010078
DB01579,A013299
DB01579,D013566
DB01580,D018663
DB01580,D018674
DB01580,D000319
DB01580,A013300
DB01580,D000438
DB01580,D000588
DB01580,D000605
DB01580,D014151
DB01580,D000889
DB01580,D000959
DB01580,D001337
DB01580,A013301
DB01580,A013302
DB01580,A013303
DB01580,A013304
DB01580,D002317
DB01580,D002491
DB01580,D002492
DB01580,D065690
DB01580,A013305
DB01580,A013306
DB01580,D065607
DB01580,A013307
DB01580,A013308
DB01580,A013309
DB01580,D018377
DB01580,A013310
DB01580,D018373
DB01580,D050198
DB01580,D011412
DB01580,D020005
DB01580,A013311
DB01580,D013565
DB01580,D014149
DB01580,D014665
DB01581,D000577
DB01581,D000588
DB01581,D000814
DB01581,D000900
DB01581,D000890
DB01581,A013312
DB01581,A013313
DB01581,D003879
DB01581,A013314
DB01581,A013315
DB01581,A013316
DB01581,D013424
DB01581,A013317
DB01581,D013449
DB01581,A013318
DB01581,D013450
DB01581,D013457
DB01582,D000577
DB01582,D000588
DB01582,D000814
DB01582,D000890
DB01582,A013319
DB01582,A013320
DB01582,A013321
DB01582,A013322
DB01582,A013323
DB01582,D013424
DB01582,D013449
DB01582,A013324
DB01582,D013450
DB01582,D013457
DB01583,A013325
DB01583,D000596
DB01583,D024322
DB01583,D000598
DB01583,D000602
DB01583,D065687
DB01583,A013326
DB01583,A013327
DB01583,A013328
DB01583,D065607
DB01583,A013329
DB01583,D006728
DB01583,D006730
DB01583,A013330
DB01583,A013331
DB01583,A013332
DB01583,A013333
DB01583,A013334
DB01583,D004364
DB01583,D013972
DB01583,D013970
DB01583,A013335
DB01584,D000602
DB01584,D005916
DB01584,D006023
DB01584,D007467
DB01584,D011506
DB01586,A013336
DB01586,A013337
DB01586,A013338
DB01586,D001647
DB01586,A013339
DB01586,A013340
DB01586,A013341
DB01586,A013342
DB01586,A013343
DB01586,D002756
DB01586,D002757
DB01586,A013344
DB01586,D002793
DB01586,D065701
DB01586,D065693
DB01586,D000072473
DB01586,D005765
DB01586,D013256
DB01587,D014151
DB01587,D001552
DB01587,D001569
DB01587,D002491
DB01587,D002492
DB01587,D065692
DB01587,A013345
DB01587,A013346
DB01587,A013347
DB01587,D065607
DB01587,A013348
DB01587,A013349
DB01587,D000072471
DB01587,D009420
DB01587,A013350
DB01587,A013351
DB01587,D011619
DB01587,D014149
DB01588,D014151
DB01588,D001552
DB01588,D001569
DB01588,D001570
DB01588,D002491
DB01588,D002492
DB01588,A013352
DB01588,A013353
DB01588,A013354
DB01588,D018682
DB01588,D018757
DB01588,D000072471
DB01588,D009420
DB01588,D018377
DB01588,A013355
DB01588,D011619
DB01588,D014149
DB01589,D001552
DB01589,A013356
DB01589,D001569
DB01589,D002491
DB01589,D002492
DB01589,D065686
DB01589,A013357
DB01589,A013358
DB01589,A013359
DB01589,A013360
DB01589,A013361
DB01589,D065607
DB01589,A013362
DB01589,D000072471
DB01589,D006993
DB01589,D009420
DB01589,A013363
DB01590,D000900
DB01590,D000970
DB01590,A013364
DB01590,A013365
DB01590,D065690
DB01590,A013366
DB01590,D065692
DB01590,A013367
DB01590,A013368
DB01590,A013369
DB01590,D065607
DB01590,A013370
DB01590,A013371
DB01590,A013372
DB01590,D007155
DB01590,D007166
DB01590,D007167
DB01590,A013373
DB01590,D007783
DB01590,D018942
DB01590,A013374
DB01590,A013375
DB01590,D000091203
DB01590,A013376
DB01590,A013377
DB01590,A013378
DB01590,A013379
DB01590,A013380
DB01590,A013381
DB01590,A013382
DB01590,D061065
DB01590,D047428
DB01590,A013383
DB01591,A013384
DB01591,A013385
DB01591,D018680
DB01591,D018678
DB01591,A013386
DB01591,A013387
DB01591,A013388
DB01591,A013389
DB01591,A013390
DB01591,A013391
DB01591,A013392
DB01591,D000089162
DB01591,D000072471
DB01591,D007546
DB01591,D018727
DB01591,D018377
DB01591,A013393
DB01591,A013394
DB01591,D011812
DB01591,D044005
DB01591,D064804
DB01591,A013395
DB01592,A013396
DB01592,A013397
DB01592,A013398
DB01592,A013399
DB01592,D000066888
DB01592,D004602
DB01592,D005502
DB01592,D058085
DB01592,A013400
DB01592,D008670
DB01592,D019216
DB01592,D018977
DB01592,D008903
DB01592,D010829
DB01592,A013401
DB01592,D014131
DB01592,D028561
DB01593,A013402
DB01593,D000066888
DB01593,D004602
DB01593,D005502
DB01593,D002412
DB01593,A013403
