drug,reference
DB00508,A202004
DB00508,A202001
DB00508,A1713
DB00508,A1715
DB00508,A10587
DB00508,A9
DB00508,A10586
DB00509,A10360
DB00509,A10361
DB00509,A10362
DB00509,A10363
DB00509,A10364
DB00509,A4462
DB00509,A4463
DB00509,A1715
DB00509,A1713
DB00509,A4464
DB00509,A1991
DB00509,A4465
DB00509,A16956
DB00511,A5037
DB00512,A16698
DB00512,A16699
DB00512,A16700
DB00513,A5038
DB00513,A5039
DB00513,A5040
DB00513,A5041
DB00513,A5042
DB00513,A9
DB00513,A11879
DB00513,A11880
DB00513,A11881
DB00513,A11882
DB00513,A1713
DB00513,A1715
DB00513,A12870
DB00514,A1713
DB00514,A1715
DB00514,A5043
DB00514,A5044
DB00514,A5045
DB00514,A9
DB00514,A10588
DB00514,A10592
DB00514,A10593
DB00514,A10589
DB00514,A10590
DB00514,A5344
DB00514,A10591
DB00514,A247480
DB00514,A18215
DB00514,A245849
DB00515,A1713
DB00515,A1715
DB00515,A6619
DB00515,A6620
DB00515,A6621
DB00515,A19819
DB00515,A20003
DB00515,A20226
DB00517,A1713
DB00517,A1715
DB00517,A5046
DB00517,A5047
DB00517,A5048
DB00518,A14138
DB00518,A770
DB00518,A5049
DB00518,A1991
DB00518,A15587
DB00519,A9
DB00519,A12940
DB00519,A5643
DB00520,A784
DB00520,A785
DB00520,A786
DB00520,A787
DB00520,A788
DB00521,A5050
DB00521,A5051
DB00521,A9
DB00521,A6500
DB00521,A10594
DB00522,A15423
DB00522,A15424
DB00522,A792
DB00522,A1991
DB00523,A5052
DB00523,A5053
DB00523,A5054
DB00523,A5055
DB00523,A5056
DB00523,A5057
DB00523,A9
DB00523,A10610
DB00523,A10611
DB00523,A10612
DB00523,A10613
DB00523,A10614
DB00523,A10599
DB00523,A10603
DB00523,A10604
DB00523,A10605
DB00523,A10606
DB00523,A10595
DB00523,A10596
DB00523,A10597
DB00523,A10598
DB00523,A10600
DB00523,A10601
DB00523,A10602
DB00523,A1991
DB00523,A10607
DB00523,A10608
DB00523,A10609
DB00523,A20001
DB00523,A20055
DB00523,A20175
DB00524,A9
DB00525,A794
DB00525,A795
DB00525,A16927
DB00526,A1713
DB00526,A1715
DB00526,A6620
DB00526,A6622
DB00526,A6623
DB00527,A1713
DB00527,A1715
DB00527,A5058
DB00527,A5059
DB00527,A5060
DB00527,A9
DB00527,A11890
DB00527,A11891
DB00527,A11892
DB00527,A11893
DB00528,A1713
DB00528,A1715
DB00528,A5061
DB00529,A1713
DB00529,A1715
DB00529,A5062
DB00529,A5063
DB00529,A5064
DB00530,A17277
DB00530,A14792
DB00530,A5065
DB00530,A5066
DB00530,A5067
DB00530,A5068
DB00530,A5069
DB00530,A9
DB00531,A1713
DB00531,A1715
DB00531,A6624
DB00531,A6625
DB00531,A6626
DB00531,A17277
DB00532,A5070
DB00532,A4404
DB00532,A9
DB00532,A19899
DB00533,A5071
DB00533,A5072
DB00533,A5073
DB00533,A5074
DB00533,A5075
DB00533,A9
DB00533,A5076
DB00533,A816
DB00533,A5077
DB00533,A817
DB00533,A11894
DB00533,A11895
DB00533,A11896
DB00534,A1713
DB00534,A1715
DB00534,A10615
DB00534,A10616
DB00534,A5078
DB00534,A9
DB00535,A15746
DB00535,A180760
DB00535,A15747
DB00535,A180763
DB00535,A11897
DB00535,A180766
DB00535,A180769
DB00536,A201944
DB00536,A201947
DB00536,A1713
DB00536,A1715
DB00536,A12907
DB00536,A12908
DB00536,A12909
DB00536,A1991
DB00536,A201932
DB00536,A201935
DB00536,A201938
DB00536,A12910
DB00536,A12911
DB00536,A12912
DB00536,A12947
DB00536,A12948
DB00537,A1713
DB00537,A1715
DB00537,A5079
DB00537,A10617
DB00537,A10618
DB00537,A5000
DB00537,A5080
DB00537,A5081
DB00537,A9
DB00537,A13441
DB00537,A13442
DB00537,A18337
DB00537,A18338
DB00537,A18343
DB00537,A18344
DB00537,A18348
DB00537,A18360
DB00537,A18362
DB00539,A5082
DB00539,A5083
DB00539,A9
DB00539,A5084
DB00539,A5085
DB00539,A5086
DB00539,A5087
DB00539,A827
DB00539,A825
DB00539,A5088
DB00539,A5089
DB00539,A20240
DB00540,A10619
DB00540,A10620
DB00540,A4593
DB00540,A10621
DB00540,A10622
DB00540,A4334
DB00540,L11881
DB00540,A5090
DB00540,A5091
DB00540,A5092
DB00540,A5093
DB00540,A4909
DB00540,A36493
DB00540,A191134
DB00540,A191119
DB00540,A15564
DB00540,A31916
DB00540,A15561
DB00540,A15489
DB00540,A18175
DB00540,A25209
DB00540,A191137
DB00540,T1
DB00540,L209
DB00540,A15439
DB00540,A18198
DB00540,A18275
DB00541,A1713
DB00541,A1715
DB00541,A5094
DB00541,A5095
DB00541,A17148
DB00541,A17149
DB00542,A9
DB00542,A5643
DB00543,A5096
DB00543,A4334
DB00543,A1713
DB00543,A1715
DB00543,A15590
DB00543,A15591
DB00543,A10752
DB00543,A10977
DB00543,A15592
DB00543,A18175
DB00543,A18194
DB00543,T1
DB00543,A4966
DB00543,A5917
DB00543,A18195
DB00543,A18196
DB00543,L209
DB00544,A16762
DB00544,A16763
DB00544,A841
DB00544,A842
DB00544,A33220
DB00544,A5097
DB00544,A5098
DB00544,A5099
DB00544,A5100
DB00544,A5101
DB00544,A9
DB00544,A5102
DB00545,A17522
DB00545,A5107
DB00545,A17523
DB00545,L32408
DB00545,L32413
DB00545,A5103
DB00545,A5104
DB00545,A5105
DB00545,A5106
DB00545,A9
DB00546,A198957
DB00546,A198975
DB00547,A16716
DB00547,A4503
DB00547,A4504
DB00547,A4505
DB00547,A4506
DB00547,A4507
DB00548,A1713
DB00548,A1715
DB00548,A10624
DB00548,A10625
DB00548,A10626
DB00548,A5108
DB00548,A11898
DB00548,A11899
DB00548,A11900
DB00548,A10623
DB00549,A9
DB00549,A5109
DB00549,A5110
DB00549,A5111
DB00549,A5112
DB00549,A5113
DB00549,A247270
DB00549,A247300
DB00549,A247290
DB00549,A247305
DB00549,A247240
DB00550,A5114
DB00550,A5115
DB00550,A5116
DB00550,A5117
DB00550,A5118
DB00550,A9
DB00551,A1713
DB00551,A1715
DB00551,A5119
DB00551,A9
DB00551,A12877
DB00551,A12878
DB00551,A12879
DB00551,A12880
DB00552,A9
DB00552,A13567
DB00552,A13568
DB00552,A13569
DB00553,A1713
DB00553,A1715
DB00553,A6627
DB00554,A5120
DB00554,A5121
DB00554,A5122
DB00554,A5123
DB00554,A5124
DB00554,A9
DB00555,A31737
DB00555,L12183
DB00555,A6272
DB00555,T28
DB00555,L9404
DB00555,A191970
DB00555,A191973
DB00555,A191985
DB00555,A191988
DB00555,A191991
DB00555,A191994
DB00555,A191997
DB00555,A192000
DB00555,A192003
DB00555,A192009
DB00555,A36719
DB00555,A192015
DB00555,A192018
DB00557,A5125
DB00557,A1257
DB00557,A189693
DB00557,A5126
DB00558,A5129
DB00558,A5130
DB00558,A5131
DB00558,A9
DB00558,A14682
DB00558,A14683
DB00558,A13627
DB00559,A9
DB00559,A5132
DB00559,A5133
DB00559,A5134
DB00559,A5135
DB00559,A5136
DB00559,A10627
DB00559,A10628
DB00559,A10629
DB00559,A10630
DB00559,A10631
DB00560,A10632
DB00560,A10633
DB00561,A863
DB00561,A16928
DB00561,A16929
DB00562,A198846
DB00562,A16731
DB00562,A202823
DB00562,A1713
DB00562,A1715
DB00562,A9
DB00562,A10311
DB00563,A180322
DB00563,A5137
DB00563,A5138
DB00563,A5139
DB00563,A9
DB00563,A5140
DB00563,A5141
DB00564,A5142
DB00564,A5143
DB00564,A5144
DB00564,A183518
DB00564,L1335
DB00564,A19860
DB00564,A180430
DB00564,A180433
DB00564,A15669
DB00565,A5145
DB00565,L43577
DB00565,A253627
DB00565,A253632
DB00566,A16993
DB00566,A16994
DB00566,A868
DB00566,A16995
DB00566,A869
DB00566,A16996
DB00566,A16997
DB00566,A16998
DB00567,A16688
DB00567,A16691
DB00568,A9
DB00568,A644
DB00568,A15333
DB00568,A15330
DB00568,A10634
DB00568,A10635
DB00568,L159
DB00568,A15591
DB00569,A17488
DB00569,A5146
DB00569,A5147
DB00569,A5148
DB00569,A5149
DB00570,A5150
DB00570,A5151
DB00570,A5152
DB00570,A5153
DB00570,A5154
DB00570,A11901
DB00570,A11902
DB00570,A11903
DB00570,A11904
DB00570,A11905
DB00571,A9
DB00571,A5155
DB00571,A5156
DB00571,A4352
DB00571,A5157
DB00571,A5158
DB00571,A10636
DB00571,A10637
DB00571,A13421
DB00571,A14269
DB00571,A14270
DB00571,A14271
DB00572,A4909
DB00572,A251665
DB00572,A251680
DB00572,A5159
DB00572,A5160
DB00572,A5161
DB00572,A5162
DB00572,A5163
DB00572,A19908
DB00572,A19944
DB00573,A5164
DB00573,A15306
DB00574,A15600
DB00574,A15602
DB00574,A6450
DB00574,A6449
DB00574,A214802
DB00574,A214807
DB00574,L14522
DB00574,A214694
DB00574,A214697
DB00574,A214700
DB00574,A5165
DB00574,A5166
DB00574,A5167
DB00574,A5168
DB00574,A5169
DB00574,A214688
DB00574,A28641
DB00574,A214691
DB00574,A11906
DB00574,A11907
DB00574,A11908
DB00574,A11909
DB00574,A897
DB00574,A214685
DB00575,A28618
DB00575,T5
DB00575,A5170
DB00575,A5171
DB00575,A5172
DB00575,A5173
DB00575,A5174
DB00575,L209
DB00576,A1713
DB00576,A1715
DB00576,A902
DB00577,A175912
DB00577,F3961
DB00577,F3949
DB00577,A4532
DB00577,A175906
DB00577,F3955
DB00577,F3958
DB00578,A16815
DB00578,A92005
DB00579,A5178
DB00579,A5179
DB00579,A5180
DB00579,A5181
DB00579,A5182
DB00579,A4334
DB00579,A10638
DB00579,A10639
DB00579,A10640
DB00579,A10641
DB00579,A10642
DB00579,A10643
DB00579,A10644
DB00579,A20275
DB00580,A5183
DB00580,A5184
DB00580,A5185
DB00580,A5186
DB00580,A5187
DB00580,A9
DB00580,A5188
DB00580,A20066
DB00581,A1713
DB00581,A1715
DB00581,A5189
DB00581,A5190
DB00581,A5191
DB00581,A5192
DB00582,A1715
DB00582,A6412
DB00582,A17518
DB00582,A17514
DB00582,A17519
DB00582,A17520
DB00582,A17521
DB00582,A236045
DB00582,L9821
DB00583,A17566
DB00583,A17567
DB00583,A17568
DB00583,A5193
DB00583,A5194
DB00583,A5195
DB00583,A5196
DB00583,A5197
DB00583,A9
DB00583,A10645
DB00583,A10646
DB00583,A10647
DB00583,A10648
DB00583,A10649
DB00583,A10650
DB00583,A10651
DB00583,A10652
DB00583,A10653
DB00583,A10654
DB00583,A10655
DB00583,A10656
DB00583,A10657
DB00583,A10658
DB00583,A10659
DB00583,A10660
DB00583,A10661
DB00583,A10662
DB00583,A10663
DB00583,A10664
DB00583,A10665
DB00583,A10666
DB00584,A13424
DB00584,A9
DB00584,A13428
DB00584,A13426
DB00585,A9
DB00585,A5198
DB00585,A5199
DB00585,A5200
DB00585,A5201
DB00585,A5202
DB00586,A5204
DB00586,A10667
DB00586,A10668
DB00586,A5206
DB00586,A10669
DB00586,A5203
DB00586,A5205
DB00586,A5207
DB00586,A9
DB00587,A9
DB00587,A5208
DB00587,A5209
DB00587,A247270
DB00587,A247305
DB00588,A11916
DB00588,A5589
DB00588,A6530
DB00588,A11917
DB00588,A11918
DB00588,A9
DB00588,A16608
DB00588,A17165
DB00588,A10670
DB00588,A10671
DB00589,A9
DB00589,A2080
DB00589,A15312
DB00589,A1713
DB00589,A1715
DB00589,A11919
DB00589,A11920
DB00589,A11921
DB00589,A11922
DB00589,A11923
DB00589,A15311
DB00589,A20095
DB00590,A5210
DB00590,A5211
DB00590,A5212
DB00590,A5213
DB00590,A5214
DB00590,A5215
DB00590,A5216
DB00590,A5217
DB00590,A180688
DB00590,A4649
DB00590,A15296
DB00590,A180697
DB00590,A180700
DB00591,A16592
DB00591,F1957
DB00591,A248095
DB00591,A249440
DB00592,A1713
DB00592,A1715
DB00592,A5218
DB00592,A1991
DB00593,A9
DB00593,A5219
DB00593,A5220
DB00593,A5221
DB00594,A10679
DB00594,A10680
DB00594,A10681
DB00594,A9
DB00594,A5222
DB00594,A5223
DB00594,A5224
DB00594,A5225
DB00594,A5226
DB00594,A10682
DB00594,A10683
DB00594,A10684
DB00594,A10685
DB00594,A10696
DB00594,A10697
DB00594,A10698
DB00594,A10699
DB00594,A10700
DB00594,A10677
DB00594,A10678
DB00594,A10691
DB00594,A10692
DB00594,A10693
DB00594,A10694
DB00594,A10695
DB00594,A10672
DB00594,A10673
DB00594,A10674
DB00594,A10675
DB00594,A10676
DB00594,A10686
DB00594,A10687
DB00594,A10688
DB00594,A10689
DB00594,A10690
DB00594,A11924
DB00594,A11925
DB00594,A11926
DB00594,A11927
DB00594,A11928
DB00595,A5227
DB00595,A5228
DB00595,A11211
DB00595,A11212
DB00596,A16727
DB00596,A16709
DB00598,A10708
DB00598,A10709
DB00598,A10703
DB00598,A10710
DB00598,A9
DB00598,A10711
DB00598,A10706
DB00598,A10707
DB00598,A10712
DB00598,A10713
DB00598,A10701
DB00598,A10702
DB00598,A10704
DB00598,A10705
DB00599,A4381
DB00599,A4382
DB00599,A4384
DB00599,A4383
DB00599,A5229
DB00599,A16784
DB00599,A13497
DB00599,A9
DB00599,A19863
DB00600,A16957
DB00601,A11224
DB00601,A11225
DB00601,A11226
DB00601,A11227
DB00601,L32965
DB00601,L33135
DB00603,A5231
DB00603,A4782
DB00603,A4783
DB00603,A4784
DB00603,A4785
DB00603,A9
DB00603,A10716
DB00603,A10481
DB00603,A10482
DB00603,A10483
DB00603,A10485
DB00603,A186134
DB00603,A186140
DB00604,A5232
DB00604,A5233
DB00604,A5234
DB00604,A5235
DB00604,A5236
DB00604,A9
DB00604,A11929
DB00604,A11930
DB00604,A11931
DB00604,A14276
DB00604,A14277
DB00604,A14278
DB00604,A11932
DB00604,A11933
DB00604,A11934
DB00604,A11935
DB00604,A11936
DB00605,A5237
DB00605,A5238
DB00605,A5239
DB00605,A5240
DB00605,A5241
DB00605,A11942
DB00605,A11943
DB00605,A11944
DB00605,A11945
DB00605,A11937
DB00605,A11938
DB00605,A11939
DB00605,A11940
DB00605,A11941
DB00605,A9
DB00605,A11946
DB00605,A11947
DB00605,A11948
DB00605,A11949
DB00605,A11950
DB00605,A11951
DB00605,A11952
DB00605,A11953
DB00605,A11954
DB00605,A11955
DB00605,A15302
DB00605,A20246
DB00606,T774
DB00606,A10311
DB00606,A51958
DB00606,A10717
DB00606,A10718
DB00606,A10719
DB00606,A10720
DB00606,A10721
DB00606,A10722
DB00606,A9
DB00606,A20237
DB00607,A16688
DB00608,A9
DB00608,A191763
DB00608,A11956
DB00608,A11957
DB00608,A11958
DB00608,A11959
DB00608,A11960
DB00608,A11961
DB00608,A11962
DB00608,A11963
DB00608,A11964
DB00608,A11965
DB00608,A18276
DB00608,A191760
DB00608,A191625
DB00609,A5242
DB00609,A10723
DB00609,A10724
DB00609,A10725
DB00609,A9
DB00609,A5243
DB00609,A5244
DB00609,A5245
DB00610,A1713
DB00610,A1715
DB00610,A5246
DB00611,A5247
DB00611,A5248
DB00611,A937
DB00611,A5249
DB00611,A5250
DB00611,A5032
DB00611,A5251
DB00611,A5252
DB00611,A5253
DB00611,A5254
DB00611,A9
DB00611,A5343
DB00612,A5255
DB00612,A5256
DB00612,A5257
DB00612,A5258
DB00612,A5259
DB00612,A9
DB00612,T637
DB00612,L7222
DB00613,A11357
DB00613,A15603
DB00613,A15604
DB00613,A15605
DB00613,A15606
DB00613,A14135
DB00613,A14136
DB00613,A14137
DB00613,A9
DB00614,A1713
DB00614,A1715
DB00614,A6628
DB00615,A1713
DB00615,A1715
DB00615,A5260
DB00615,A11966
DB00615,A11967
DB00615,A11968
DB00615,A11969
DB00615,A11970
DB00615,A11971
DB00615,A11972
DB00615,A11973
DB00616,A5261
DB00616,A5262
DB00616,A5263
DB00616,A5264
DB00616,A5265
DB00616,A9
DB00616,A16847
DB00616,A16848
DB00617,A199158
DB00618,A1165
DB00618,A19429
DB00618,A203582
DB00618,A37305
DB00618,T788
DB00619,A15520
DB00619,A15521
DB00619,A15522
DB00619,A7482
DB00619,A10734
DB00619,A10735
DB00619,A10736
DB00619,A10737
DB00619,A10738
DB00619,A11974
DB00619,A11975
DB00619,A11976
DB00619,A11977
DB00619,A11978
DB00619,A10730
DB00619,A11979
DB00619,A11980
DB00619,A11981
DB00619,A11982
DB00619,A11983
DB00619,A11984
DB00619,A11985
DB00619,A11986
DB00619,A11987
DB00619,A11988
DB00619,A11989
DB00619,A11990
DB00619,A11991
DB00619,A11992
DB00619,A249270
DB00619,A10729
DB00619,A10731
DB00619,A10732
DB00619,A10733
DB00619,A5266
DB00619,A5267
DB00619,A5268
DB00619,A5269
DB00619,A5270
DB00620,A16592
DB00620,A16608
DB00620,A16697
DB00621,A5274
DB00621,A5275
DB00621,A5276
DB00621,A5277
DB00621,A9
DB00622,A9
DB00622,T5
DB00622,A15340
DB00622,A15329
DB00622,A15334
DB00622,A15350
DB00622,A249565
DB00622,A249435
DB00623,A4962
DB00623,A5278
DB00623,A5279
DB00623,A9
DB00623,A13434
DB00623,A10913
DB00623,A11993
DB00623,A11994
DB00623,A11995
DB00623,A11996
DB00623,A11997
DB00623,A20063
DB00624,A5280
DB00624,A5281
DB00624,A5282
DB00624,A5283
DB00624,A5284
DB00624,A9
DB00624,A19869
DB00624,A187027
DB00624,A20038
DB00625,A17435
DB00625,A17436
DB00626,A16733
DB00626,A9
DB00626,A13599
DB00626,A11998
DB00626,A11999
DB00626,A12000
DB00626,A12001
DB00626,A12002
DB00627,A11339
DB00627,A11340
DB00627,A5288
DB00627,A5289
DB00627,A11341
DB00627,A5285
DB00627,A5286
DB00627,A5287
DB00627,A10740
DB00627,A10741
DB00627,A10742
DB00627,A1713
DB00627,A1715
DB00627,A10739
DB00628,A198975
DB00628,A198957
DB00629,A5290
DB00629,A5291
DB00629,A5292
DB00629,A5293
DB00629,A5294
DB00629,A18273
DB00630,A4476
DB00630,A9
DB00630,A4477
DB00630,A4796
DB00630,A15363
DB00630,A11350
DB00630,A12003
DB00630,A15351
DB00630,A15353
DB00631,A960
DB00631,A961
DB00631,A1713
DB00631,A1715
DB00631,A5295
DB00631,A5296
DB00631,A353
DB00631,A962
DB00631,A354
DB00632,A1713
DB00632,A1715
DB00632,A5297
DB00632,A5298
DB00632,A5299
DB00633,A5170
DB00633,A5300
DB00633,A5301
DB00633,A5302
DB00633,A5172
DB00633,A5303
DB00634,A16812
DB00634,A16813
DB00634,A16814
DB00635,A5304
DB00635,A5305
DB00635,A5306
DB00635,A5307
DB00635,A5308
DB00635,A9
DB00635,A187436
DB00636,A12004
DB00636,A12005
DB00636,A12006
DB00636,A12007
DB00636,A12008
DB00636,A12009
DB00636,A12010
DB00637,A4639
DB00637,A5309
DB00637,A5310
DB00637,A4636
DB00637,A5311
DB00637,A5312
DB00637,A5313
DB00637,A9
DB00637,A12011
DB00637,A12012
DB00637,A12013
DB00637,A12014
DB00637,A12015
DB00637,A20084
DB00637,A20123
DB00638,A1713
DB00638,A1715
DB00638,A13978
DB00638,A9
DB00639,A16809
DB00640,A13506
DB00640,A13507
DB00640,A13508
DB00640,A13510
DB00640,A13511
DB00640,A13512
DB00640,A13509
DB00640,A16561
DB00640,A9
DB00641,A5314
DB00641,A9
DB00641,A5315
DB00641,A5316
DB00641,A5317
DB00641,A5318
DB00641,A6283
DB00641,A12018
DB00641,A181559
DB00641,A181424
DB00641,A12016
DB00641,A15235
DB00642,A5319
DB00642,A5320
DB00642,A5321
DB00642,A5322
DB00642,A5323
DB00642,A9
DB00642,A5324
DB00642,A5325
DB00642,A5326
DB00642,A5327
DB00642,A5328
DB00642,A16610
DB00642,A10743
DB00642,A1991
DB00643,A5329
DB00643,A5330
DB00643,A5331
DB00643,A5332
DB00643,A5333
DB00643,A1991
DB00644,A5334
DB00644,A5335
DB00644,A5336
DB00644,A5337
DB00644,A5338
DB00644,A9
DB00644,A10744
DB00644,A10745
DB00644,A10746
DB00644,A10747
DB00645,A1713
DB00645,A1715
DB00645,A5339
DB00645,A5340
DB00646,A16808
DB00647,A9
DB00647,A5341
DB00647,A5342
DB00647,A5343
DB00647,A5344
DB00647,A5345
DB00647,A5346
DB00647,A10748
DB00647,A19802
DB00647,A247415
DB00648,A5347
DB00648,A19882
DB00648,A20293
DB00648,A10749
DB00648,A10750
DB00648,A10751
DB00649,A17444
DB00649,A3644
DB00651,A1713
DB00651,A1715
DB00651,A5351
DB00651,A5352
DB00651,A9
DB00651,A16840
DB00652,A11496
DB00652,A15292
DB00652,A15293
DB00652,A15294
DB00652,A15295
DB00652,A5353
DB00652,A5354
DB00652,A5355
DB00652,A5032
DB00652,A5356
DB00653,A203459
DB00653,A203462
DB00653,A203465
DB00653,A203468
DB00653,A241200
DB00654,A5357
DB00654,A184493
DB00654,A184490
DB00654,L8357
DB00654,L8375
DB00655,A5361
DB00655,A5362
DB00655,A9
DB00655,A19844
DB00655,A19845
DB00655,A19869
DB00655,A19963
DB00655,A20240
DB00656,A5363
DB00656,A5364
DB00656,A5365
DB00656,A4909
DB00656,A181445
DB00656,A181448
DB00656,L3484
DB00656,A15556
DB00656,A5366
DB00656,A985
DB00656,A4334
DB00656,A181457
DB00656,A12020
DB00656,A12021
DB00656,A181466
DB00656,A10752
DB00656,A5919
DB00656,T646
DB00656,A181469
DB00656,A181472
DB00656,A181177
DB00656,A181517
DB00656,A181520
DB00657,A1713
DB00657,A1715
DB00657,A9
DB00657,A5367
DB00657,A5368
DB00657,A19799
DB00657,A19891
DB00658,A16989
DB00658,A16990
DB00658,A16991
DB00658,A16992
DB00659,A18123
DB00659,A18124
DB00659,A229023
DB00659,A229123
DB00659,A13982
DB00659,A229128
DB00659,A229118
DB00661,A13990
DB00661,A13991
DB00661,A13992
DB00661,A13983
DB00661,A188490
DB00661,A188496
DB00661,A13984
DB00661,A188502
DB00661,A15331
DB00661,A13985
DB00661,A13987
DB00661,A4334
DB00661,A15528
DB00661,A20291
DB00661,A249565
DB00661,A249570
DB00663,A1713
DB00663,A1715
DB00663,A13993
DB00663,A13994
DB00664,A1713
DB00664,A1715
DB00664,A670
DB00665,A12022
DB00665,A12023
DB00665,A12024
DB00665,A9
DB00665,A12025
DB00665,A12026
DB00665,A12027
DB00665,A12028
DB00665,A12029
DB00666,A5370
DB00666,A5371
DB00666,A5372
DB00666,A5373
DB00666,A1005
DB00666,A1006
DB00666,A1009
DB00666,A1010
DB00666,A1011
DB00666,A9
DB00666,A1713
DB00666,A1715
DB00668,A5378
DB00668,A4764
DB00668,A5379
DB00668,A5380
DB00668,A17251
DB00668,A17252
DB00668,A9
DB00668,A10755
DB00668,A37711
DB00668,A37713
DB00668,A10757
DB00668,A10758
DB00668,A37714
DB00668,A13054
DB00668,A13055
DB00668,A13056
DB00668,A13057
DB00668,A13058
DB00668,A13050
DB00668,A37715
DB00668,A13059
DB00668,A13060
DB00668,A13061
DB00668,A18192
DB00668,A37726
DB00669,A4340
DB00669,A5381
DB00669,A5382
DB00669,A5383
DB00669,A5384
DB00669,A5385
DB00669,A9
DB00669,A5386
DB00669,A5387
DB00669,A5388
DB00669,A1014
DB00669,A5389
DB00669,A12034
DB00669,A12035
DB00669,A12036
DB00669,A12037
DB00669,A12038
DB00669,A12039
DB00669,A12040
DB00670,A9
DB00670,A5390
DB00671,A15370
DB00671,A15371
DB00672,A15375
DB00673,A9
DB00673,A5391
DB00673,A5392
DB00673,A5393
DB00673,A5394
DB00673,A5395
DB00674,A5396
DB00674,A1019
DB00674,A5397
DB00674,A1022
DB00674,A5400
DB00674,A1020
DB00674,A5401
DB00674,A203588
DB00674,A203591
DB00674,A17524
DB00674,A17525
DB00674,A17526
DB00675,A9
DB00675,A5362
DB00675,A13588
DB00675,A13589
DB00675,A13620
DB00675,A13621
DB00675,A13622
DB00675,A13623
DB00675,A13624
DB00675,A13625
DB00675,A18212
DB00675,A182195
DB00675,A20240
DB00675,A3781
DB00675,A19897
DB00675,A12015
DB00675,A19965
DB00675,A17277
DB00675,A20019
DB00677,A14000
DB00677,A14001
DB00677,A14002
DB00677,A14003
DB00677,A14004
DB00677,A9
DB00677,A13995
DB00677,A13996
DB00677,A13997
DB00677,A13998
DB00677,A13999
DB00677,A20092
DB00678,A9
DB00678,A5402
DB00678,A5403
DB00678,A5404
DB00678,A5405
DB00678,A5406
DB00679,A10759
DB00679,A10760
DB00679,A10761
DB00679,A10762
DB00679,A10763
DB00679,A10769
DB00679,A4906
DB00679,A5407
DB00679,A10764
DB00679,A10765
DB00679,A10766
DB00679,A10767
DB00679,A10768
DB00679,A16770
DB00680,A1713
DB00680,A1715
DB00680,A5408
DB00680,A9
DB00681,A16940
DB00681,A16941
DB00681,A16942
DB00682,A5409
DB00682,A5410
DB00682,A5411
DB00682,A5412
DB00682,A5413
DB00682,A9
DB00682,A20147
DB00683,A198957
DB00683,A198975
DB00684,A11208
DB00684,A11209
DB00684,A11213
DB00684,A232324
DB00684,A232329
DB00684,A232294
DB00684,A232339
DB00684,A232304
DB00684,A232309
DB00684,A232314
DB00684,A232319
DB00685,A1713
DB00685,A1715
DB00685,A4343
DB00685,A5418
DB00685,A4994
DB00685,A10573
DB00685,A10770
DB00685,A10771
DB00685,A9
DB00686,A12041
DB00686,A12042
DB00686,A12043
DB00686,A10773
DB00686,A5421
DB00686,A5419
DB00686,A5420
DB00686,A10772
DB00686,A10774
DB00687,A187048
DB00687,A187051
DB00688,A5428
DB00688,A10775
DB00688,A10776
DB00688,A180805
DB00688,A5427
DB00688,A180904
DB00688,A180907
DB00689,A16807
DB00690,A198957
DB00690,A198975
DB00691,A9
DB00691,A1054
DB00691,A13430
DB00691,A5643
DB00692,A5434
DB00692,A5435
DB00692,A5436
DB00692,A5429
DB00692,A5430
DB00692,A5431
DB00692,A5432
DB00692,A5433
DB00692,A18188
DB00692,A19914
DB00693,A1713
DB00693,A1715
DB00693,A1991
DB00693,A12874
DB00693,A12875
DB00693,A12876
DB00694,A6629
DB00694,A6630
DB00694,L32843
DB00695,A5437
DB00695,A5438
DB00695,A4325
DB00695,A9
DB00695,A183305
DB00695,A183308
DB00695,A183302
DB00695,A12964
DB00695,A188856
DB00695,A188859
DB00695,A188862
DB00696,A4589
DB00696,A11239
DB00696,A4590
DB00696,A11240
DB00696,A11241
DB00696,A12044
DB00696,A11818
DB00696,A12039
DB00696,A12045
DB00696,A12046
DB00696,A12047
DB00696,A9
DB00696,A1713
DB00696,A1715
DB00696,A5439
DB00696,A14005
DB00696,A14006
DB00696,A18246
DB00696,A11906
DB00696,A203903
DB00697,A15134
DB00697,A177586
DB00697,F4471
DB00697,F4492
DB00697,A177592
DB00697,A177595
DB00697,T574
DB00697,A5440
DB00697,A36317
DB00697,A177520
DB00697,A177523
DB00697,F1764
DB00698,A1713
DB00698,A1715
DB00698,A14007
DB00698,A14008
DB00698,A10777
DB00698,A10778
DB00698,A202979
DB00699,A5441
DB00700,A5442
DB00700,A5443
DB00700,A5444
DB00700,A9
DB00701,A4347
DB00701,A4348
DB00701,A5445
DB00701,A5446
DB00703,A5447
DB00703,A5448
DB00703,A1072
DB00703,A4563
DB00703,A5449
DB00703,A5696
DB00703,A20066
DB00704,A9
DB00704,A5450
DB00704,A5451
DB00704,A5452
DB00704,A5453
DB00704,A5454
DB00704,A5455
DB00704,A13435
DB00704,A13436
DB00704,A13503
DB00705,A17431
DB00705,A17432
DB00705,A17433
DB00706,A9
